aX,aY,aZ,gX,gY,gZ
-0.010,-0.008,0.928,7.629,-6.775,11.963
0.009,0.051,0.966,3.113,-11.475,15.808
0.008,0.081,1.006,-2.930,-11.841,12.207
0.004,0.099,1.045,-2.930,-9.460,8.850
0.002,0.096,1.049,1.099,-2.319,3.906
-0.015,0.062,0.957,3.601,1.160,2.441

-1.003,0.349,-1.518,131.409,171.082,-31.738
-1.023,0.361,-1.651,89.905,106.201,-12.390
-0.843,0.620,-1.290,69.458,57.434,-4.272
-0.767,0.737,-1.181,63.110,25.269,-17.761
-0.621,0.708,-1.357,60.608,23.865,-28.809
-0.529,0.559,-1.418,40.222,-1.831,-25.635
-0.266,0.344,-1.389,25.940,-20.142,-9.216
-0.125,0.334,-1.342,11.780,-39.185,10.193
0.256,0.382,-0.818,-24.048,-74.219,41.565
0.437,0.462,-0.525,-35.461,-70.251,46.204
0.509,0.509,-0.505,-15.137,-8.362,12.939
0.354,0.436,-0.986,-2.930,9.949,-9.521
0.261,0.364,-1.091,-7.019,-7.446,-21.484
0.210,0.300,-0.869,-13.428,-14.709,-13.306
0.194,0.344,-0.832,-10.071,0.183,-2.075
0.197,0.410,-0.771,-5.371,3.845,-1.831
0.231,0.455,-0.646,12.024,19.714,-5.920
0.230,0.489,-0.812,24.963,35.767,-14.160
0.187,0.470,-1.002,31.555,42.175,-21.484
0.139,0.454,-1.124,22.766,16.907,-22.278
0.102,0.406,-1.064,14.221,-0.610,-17.944
0.130,0.383,-0.929,2.747,-14.954,-6.104
0.201,0.373,-0.703,3.723,-10.559,-2.014
0.202,0.383,-0.734,15.320,4.456,-2.686
0.149,0.433,-0.943,18.860,5.676,-4.211
0.126,0.452,-1.017,13.245,-5.066,-3.235
0.127,0.490,-0.969,5.310,-11.902,-0.671
0.133,0.496,-0.897,-1.221,-14.648,-0.488
0.116,0.440,-0.833,0.000,-12.939,-2.441
0.110,0.415,-0.821,0.061,-10.864,-2.686
0.111,0.427,-0.860,0.427,-4.456,0.366
0.106,0.478,-0.997,0.427,-5.493,-0.305
0.102,0.481,-1.010,-2.441,-16.541,-3.845
0.076,0.469,-0.995,-3.540,-21.912,-5.676
0.053,0.473,-1.034,-5.371,-35.522,-7.690
0.016,0.520,-1.074,-7.996,-46.631,-7.996
0.004,0.544,-1.027,-12.207,-66.589,-12.085
0.003,0.573,-0.889,-10.559,-69.702,-16.296
0.009,0.577,-0.827,2.319,-60.730,-29.419
-0.026,0.532,-0.903,9.705,-52.673,-37.781
-0.045,0.509,-1.024,10.315,-52.856,-47.302
-0.044,0.509,-1.221,3.845,-64.209,-46.753
-0.027,0.518,-1.269,-4.517,-80.444,-44.617
-0.001,0.528,-1.286,-22.766,-120.605,-40.405
0.042,0.533,-1.194,-27.344,-142.395,-40.039
0.066,0.497,-1.075,-27.344,-180.420,-42.664
0.120,0.438,-0.859,-22.034,-188.660,-44.128
0.135,0.420,-0.871,-4.944,-189.331,-53.223
0.144,0.340,-1.010,-4.517,-196.228,-56.152
0.151,0.325,-1.050,-23.071,-218.689,-41.016
0.250,0.419,-1.066,-32.288,-228.943,-29.602
0.312,0.480,-1.042,-37.476,-259.888,-23.926
0.365,0.484,-0.894,-33.997,-279.297,-29.236
0.345,0.439,-0.841,-14.648,-311.218,-42.358
0.262,0.302,-0.711,-1.160,-323.303,-48.462
0.233,0.230,-0.579,5.859,-330.200,-52.490
0.303,0.198,-0.410,-9.277,-319.458,-45.288
0.411,0.295,-0.360,-27.588,-313.354,-35.889
0.519,0.456,-0.281,-70.129,-331.970,-31.738
0.535,0.585,-0.078,-62.439,-345.032,-48.584
0.449,0.444,-0.031,-4.944,-347.046,-99.854
0.236,0.030,-0.120,12.207,-339.111,-113.525
0.143,-0.092,-0.154,-15.442,-335.510,-99.915
0.114,0.097,0.062,-61.768,-355.591,-78.735
0.172,0.368,0.353,-104.492,-426.758,-58.044
0.135,0.438,1.008,-78.308,-437.561,-79.224
0.050,0.170,1.101,-23.804,-368.530,-126.587
-0.095,-0.308,0.933,-24.780,-327.148,-120.605
-0.140,-0.259,0.950,-41.626,-307.251,-92.957
0.062,0.221,1.121,-62.012,-305.298,-51.392
0.092,0.360,1.236,-58.655,-314.026,-56.213
0.036,0.256,1.400,-15.198,-313.477,-98.999
-0.061,-0.185,1.510,8.301,-286.743,-104.553
-0.058,-0.230,1.511,-2.380,-231.689,-71.472
0.013,-0.001,1.658,-28.687,-215.759,-52.551
0.047,0.116,1.755,-36.804,-180.847,-50.964
0.073,-0.055,1.666,-17.578,-154.480,-63.538
0.055,-0.195,1.529,7.935,-114.502,-64.453
0.072,-0.244,1.428,1.526,-105.896,-50.781
0.105,-0.156,1.436,-25.208,-85.876,-22.461
0.140,-0.011,1.409,-34.790,-72.754,-18.188
0.120,-0.015,1.396,-35.278,-62.805,-19.165
0.106,-0.070,1.375,-12.451,-51.758,-19.653
0.138,-0.043,1.361,1.221,-44.922,-13.855
0.179,0.024,1.291,10.498,-19.409,0.732
0.222,0.117,1.081,3.906,-8.972,2.258
0.212,0.104,1.004,-15.137,-5.676,-2.747
0.179,0.065,0.970,-20.142,-11.230,-3.174
0.188,0.086,0.989,-14.771,-18.799,-0.122
0.202,0.129,0.986,-10.193,-19.531,-1.038
0.202,0.131,0.989,-7.812,-18.677,-6.104
0.170,0.082,1.012,-10.071,-16.174,-8.484
0.152,0.069,0.999,-12.634,-12.512,-8.545
0.152,0.095,0.944,-15.259,-10.925,-5.798
0.159,0.105,0.935,-16.907,-15.259,-5.798
0.153,0.094,0.952,-13.550,-23.560,-10.071
0.136,0.011,1.023,-11.230,-24.597,-11.108
0.131,0.001,1.052,-4.517,-16.602,-5.066
0.119,0.068,1.009,-2.258,-9.155,-2.319
0.121,0.091,0.984,-5.981,-1.648,-1.465
0.123,0.085,0.940,-10.376,-0.977,-1.648
0.128,0.071,0.943,-14.221,-4.639,-0.549
0.130,0.046,0.978,-12.817,-6.226,-0.061
0.129,0.044,0.968,-9.216,-5.920,0.305
0.123,0.054,0.975,-0.793,-7.080,0.854
0.118,0.052,1.021,0.793,-9.460,1.038
0.114,0.048,1.035,2.258,-5.615,3.479
0.118,0.081,0.977,1.282,-2.930,5.493
0.119,0.099,0.966,-0.244,-2.991,5.066
0.114,0.078,0.986,-0.305,-2.686,3.662
0.115,0.071,0.980,2.502,-0.366,2.808
0.109,0.060,0.975,1.709,-1.282,2.808
0.107,0.063,0.980,-0.549,-2.380,3.723
0.108,0.077,0.979,-2.563,-2.686,6.409
0.113,0.086,0.974,-4.639,-2.808,6.531
0.110,0.082,0.980,-4.578,-2.930,6.348
0.114,0.105,0.966,-2.930,-2.747,6.470
0.122,0.128,0.984,-1.343,-3.967,4.578
0.118,0.120,0.977,0.549,-3.906,2.502

-0.200,0.148,2.396,11.780,172.913,3.845
-0.269,0.181,2.289,63.293,283.875,2.014
-0.412,0.290,1.831,82.886,322.815,-3.174
-0.412,0.323,1.606,99.243,363.159,-24.170
-0.320,0.043,1.284,94.177,372.436,-36.560
-0.293,-0.177,1.287,63.232,374.207,-31.982
-0.190,-0.112,1.555,49.988,385.620,-13.855
-0.106,0.129,1.530,47.363,415.222,0.793
-0.037,0.325,1.411,67.871,484.009,-13.184
-0.024,0.141,1.376,82.336,505.432,-32.166
-0.101,-0.095,1.356,123.474,563.049,-41.077
-0.317,-0.273,0.913,140.808,602.600,-28.259
-0.320,-0.249,0.667,154.480,637.512,25.513
-0.213,0.069,0.163,156.616,632.629,56.580
-0.221,0.171,-0.187,153.259,591.309,80.078
-0.159,0.252,-0.730,143.799,553.528,85.327
-0.086,0.318,-0.829,121.216,454.529,86.487
-0.134,0.317,-0.954,118.530,403.809,80.444
-0.174,0.281,-0.988,113.831,355.774,76.538
-0.145,0.336,-0.869,79.407,284.546,69.641
-0.197,0.469,-0.823,65.063,284.424,42.664
-0.293,0.384,-1.181,74.707,271.179,-12.939
-0.332,0.298,-1.373,88.135,226.624,-21.423
-0.345,0.259,-1.223,123.291,159.058,-21.118
-0.454,0.358,-1.164,129.700,148.987,-17.883
-0.510,0.408,-1.269,136.475,132.324,-17.883
-0.582,0.435,-1.470,129.639,115.906,-13.123
-0.584,0.486,-1.599,93.262,71.716,9.949
-0.484,0.627,-1.723,73.242,42.786,22.522
-0.367,0.711,-1.646,54.810,10.681,33.752
-0.228,0.791,-1.534,21.973,-47.424,42.908
0.044,0.825,-1.243,11.169,-67.017,39.856
0.160,0.765,-1.118,8.179,-72.144,28.137
0.283,0.568,-1.057,7.080,-65.796,23.926
0.340,0.493,-1.054,-7.874,-66.833,24.231
0.432,0.456,-0.894,-18.921,-70.801,23.376
0.457,0.411,-0.769,-30.212,-51.575,9.033
0.447,0.308,-0.743,-30.457,-30.212,1.831
0.421,0.260,-0.826,-30.212,-12.512,-4.272
0.433,0.207,-0.882,-28.320,-7.935,-7.812
0.451,0.222,-0.850,-23.926,-14.648,-5.920
0.447,0.218,-0.822,-8.484,-17.334,-8.728
0.407,0.173,-0.791,-4.761,-12.939,-9.094
0.404,0.196,-0.784,-2.197,-3.601,-2.808
0.428,0.289,-0.811,2.014,-1.465,-1.343
0.430,0.313,-0.867,14.587,-5.127,-4.211
0.400,0.320,-0.932,17.151,-12.512,-4.883
0.392,0.320,-0.903,14.587,-25.574,-3.113
0.404,0.367,-0.848,12.390,-26.733,-2.502
0.400,0.381,-0.860,13.611,-25.574,-6.042
0.398,0.367,-0.895,12.451,-26.489,-6.714
0.406,0.366,-0.913,10.071,-28.748,-5.676
0.421,0.367,-0.918,5.493,-38.391,-2.502
0.432,0.387,-0.910,3.662,-43.335,-1.892
0.419,0.387,-0.920,1.404,-49.500,-2.319
0.380,0.409,-0.945,0.366,-53.345,-1.465
0.364,0.430,-0.938,3.052,-61.584,-2.319
0.345,0.478,-0.944,7.019,-64.148,-4.517
0.333,0.505,-0.965,18.555,-70.740,-14.648
0.294,0.506,-1.007,23.315,-74.646,-21.057
0.279,0.501,-1.064,26.306,-81.848,-28.198
0.293,0.501,-1.228,21.118,-90.088,-28.503
0.304,0.518,-1.281,12.817,-102.661,-27.405
0.303,0.537,-1.281,5.127,-134.644,-29.358
0.263,0.481,-1.161,4.028,-148.743,-31.738
0.237,0.434,-1.137,-1.648,-169.312,-24.292
0.210,0.432,-1.189,-4.150,-183.105,-17.517
0.202,0.452,-1.197,-4.456,-220.947,-14.404
0.228,0.467,-1.155,-7.874,-241.638,-15.991
0.246,0.497,-1.097,-22.339,-283.691,-19.714
0.251,0.531,-0.912,-28.320,-301.086,-24.841
0.267,0.507,-0.831,-43.152,-324.524,-33.569
0.270,0.507,-0.744,-60.913,-338.867,-34.058
0.201,0.532,-0.664,-73.730,-358.093,-37.781
-0.005,0.405,-0.486,-56.641,-395.508,-66.467
-0.088,0.296,-0.364,-41.016,-414.734,-81.665
-0.124,0.257,-0.181,-40.527,-457.458,-99.060
-0.075,0.362,0.389,-49.683,-468.750,-109.741
-0.082,0.379,0.645,-54.993,-449.707,-140.625
-0.335,0.182,0.767,-51.453,-433.289,-155.334
-0.508,-0.018,0.838,-42.908,-428.528,-165.405
-0.625,-0.246,1.131,-47.729,-431.457,-153.381
-0.602,-0.152,1.340,-46.021,-430.603,-116.882
-0.460,0.157,1.778,-26.917,-416.870,-116.150
-0.409,0.091,1.973,15.442,-371.765,-151.123
-0.387,-0.388,2.260,34.058,-334.717,-159.668
-0.349,-0.586,2.232,18.433,-227.844,-126.404
-0.155,-0.549,2.000,-10.010,-178.772,-92.163
-0.035,-0.357,1.877,-40.710,-116.577,-43.640
0.061,-0.156,1.627,-30.396,-99.548,-42.358
0.051,-0.224,1.526,-10.620,-88.684,-48.035
0.054,-0.305,1.503,22.949,-76.111,-40.588
0.069,-0.268,1.423,25.452,-63.171,-27.832
0.099,-0.208,1.265,3.845,-33.630,-7.080
0.147,-0.107,1.072,-10.803,-27.649,-1.404
0.142,-0.087,1.081,-29.114,-20.630,4.822
0.135,-0.036,1.053,-25.146,-16.907,6.836
0.151,-0.007,1.018,-7.263,-19.287,5.920
0.177,0.004,1.059,-0.549,-22.156,3.967
0.193,0.012,1.084,3.662,-18.250,3.540
0.215,0.052,1.089,3.845,-12.573,3.357
0.215,0.051,1.068,4.822,-5.920,1.770
0.209,0.026,1.031,5.554,4.761,-2.380
0.207,-0.046,0.971,7.141,4.639,-1.038
0.182,-0.074,0.994,13.672,-0.183,7.935
0.212,-0.068,0.988,20.020,-1.038,12.695
0.200,-0.084,0.990,34.790,-11.475,18.066
0.174,-0.094,0.939,38.269,-14.343,24.170
0.172,-0.031,0.906,31.738,-22.949,32.288
0.176,0.048,0.956,21.912,-24.658,23.560
0.183,-0.009,0.981,12.146,-19.775,10.681
0.172,-0.091,0.992,6.042,-2.502,1.587
0.132,-0.152,0.950,8.484,2.625,5.859
0.139,-0.118,0.936,8.667,-4.272,8.850
0.161,-0.100,1.009,6.958,-9.827,4.456
0.141,-0.147,1.016,5.554,-11.536,-1.709
0.102,-0.218,0.998,1.160,-11.658,0.183
0.109,-0.198,1.019,-18.555,-9.460,8.545
0.120,-0.120,1.051,-19.897,-3.906,11.475

-0.399,-0.198,2.078,4.883,195.007,-7.874
-0.428,-0.141,2.008,14.587,271.545,6.348
-0.412,-0.065,1.647,18.677,305.603,10.681
-0.435,-0.185,1.516,2.625,358.398,24.292
-0.542,-0.511,1.572,-15.320,385.986,44.006
-0.606,-0.519,1.654,-40.833,464.661,104.126
-0.691,-0.236,1.774,-49.988,505.981,128.601
-0.655,0.023,1.727,-57.312,544.922,143.860
-0.582,0.311,1.420,-10.742,629.028,141.174
-0.414,0.524,0.434,18.494,653.198,123.779
-0.343,0.369,0.131,2.014,630.066,91.858
-0.077,0.261,-0.036,-24.841,596.863,85.754
0.062,0.213,0.172,-43.884,543.030,71.289
-0.003,0.255,0.180,-10.193,558.167,68.909
-0.111,0.476,-0.408,87.036,588.562,64.209
-0.067,0.663,-1.322,100.159,541.443,52.429
0.060,0.591,-1.216,83.984,463.013,42.542
0.158,0.533,-0.933,58.228,343.628,44.739
0.156,0.638,-0.700,73.608,325.012,46.021
0.127,0.727,-0.801,101.379,305.298,25.330
-0.028,0.763,-0.962,109.619,287.354,6.592
-0.204,0.686,-1.042,126.587,263.794,-28.992
-0.509,0.463,-1.245,124.146,255.493,-36.133
-0.575,0.400,-1.284,95.520,214.355,-26.001
-0.601,0.471,-1.165,82.153,184.875,-19.287
-0.606,0.563,-1.126,75.195,159.912,-18.311
-0.677,0.802,-1.278,75.867,134.094,-32.837
-0.687,0.868,-1.373,68.542,121.948,-46.387
-0.681,0.871,-1.396,40.771,80.322,-70.984
-0.607,0.674,-1.340,28.198,58.655,-73.975
-0.502,0.554,-1.279,1.587,15.259,-51.514
-0.231,0.419,-1.086,-5.371,-3.235,-35.339
-0.110,0.360,-1.006,-0.610,-15.381,-10.681
0.062,0.293,-0.942,3.662,-12.878,2.014
0.140,0.313,-0.907,-4.761,-12.878,19.958
0.258,0.355,-0.787,-10.376,-11.414,25.330
0.266,0.418,-0.793,-9.583,-5.005,29.053
0.275,0.440,-0.775,2.319,7.019,21.301
0.290,0.465,-0.759,5.127,10.620,17.212
0.289,0.521,-0.770,10.071,16.174,10.681
0.240,0.571,-0.853,13.245,15.686,3.662
0.219,0.575,-0.906,9.766,5.371,-5.798
0.190,0.626,-0.927,2.869,-3.723,-7.935
0.181,0.633,-0.899,-1.709,-20.142,-15.930
0.161,0.572,-0.833,-0.427,-25.330,-19.348
0.158,0.547,-0.794,5.737,-26.184,-19.653
0.205,0.498,-0.788,9.583,-20.325,-18.494
0.234,0.481,-0.822,9.827,-14.709,-16.113
0.258,0.473,-0.837,3.540,-17.456,-9.216
0.302,0.489,-0.792,0.488,-22.034,-6.775
0.313,0.495,-0.776,-1.648,-21.057,-6.470
0.283,0.494,-0.836,-2.808,-18.066,-6.104
0.263,0.500,-0.892,-10.925,-21.912,-2.014
0.267,0.517,-0.957,-14.893,-28.564,1.099
0.289,0.519,-0.932,-20.142,-43.274,5.798
0.298,0.506,-0.821,-21.423,-47.546,7.202
0.296,0.497,-0.791,-19.043,-49.377,9.644
0.336,0.509,-0.771,-19.226,-51.758,10.620
0.353,0.527,-0.759,-20.203,-56.213,9.949
0.350,0.531,-0.801,-20.874,-66.223,3.174
0.352,0.534,-0.799,-23.437,-74.219,-0.305
0.357,0.548,-0.766,-26.611,-87.158,-6.714
0.355,0.562,-0.782,-23.376,-84.473,-10.742
0.347,0.564,-0.840,-15.564,-74.341,-16.479
0.318,0.562,-0.923,-13.123,-73.242,-18.372
0.288,0.551,-0.936,-7.996,-79.468,-24.536
0.176,0.513,-0.967,-5.737,-85.876,-27.466
0.122,0.517,-1.010,0.977,-101.074,-28.687
0.053,0.556,-1.123,7.507,-109.558,-28.931
0.025,0.562,-1.182,31.799,-123.596,-29.602
-0.006,0.577,-1.310,41.016,-130.310,-28.259
0.009,0.588,-1.374,42.664,-139.893,-25.696
0.102,0.638,-1.396,16.541,-178.772,-17.639
0.144,0.659,-1.324,-5.920,-208.618,-15.381
0.154,0.651,-1.249,-40.405,-264.526,-15.320
0.073,0.574,-1.228,-46.265,-284.180,-13.306
0.032,0.540,-1.198,-52.246,-326.904,0.427
0.083,0.547,-0.927,-60.852,-353.577,10.254
0.130,0.584,-0.733,-62.988,-391.907,17.944
0.174,0.626,-0.360,-47.791,-395.813,8.972
0.195,0.594,-0.209,-13.123,-377.624,-26.672
0.249,0.523,-0.062,-1.587,-362.122,-44.373
0.266,0.485,-0.070,6.470,-345.581,-66.101
0.246,0.433,-0.154,9.216,-349.609,-69.946
0.195,0.398,-0.164,18.799,-357.727,-74.463
0.007,0.245,0.028,38.879,-378.052,-91.614
-0.072,0.249,0.244,28.870,-392.883,-96.741
-0.100,0.364,0.560,1.160,-443.115,-98.694
-0.070,0.493,1.230,19.836,-453.430,-109.558
-0.112,0.292,1.285,97.412,-377.441,-151.550
-0.365,-0.377,0.913,101.135,-326.965,-163.696
-0.448,-0.586,0.870,-9.399,-293.213,-115.723
-0.400,-0.100,1.254,-73.059,-291.687,-66.895
-0.284,0.225,1.413,-114.685,-279.541,-42.114
-0.174,0.358,1.715,-95.154,-289.612,-57.373
-0.192,0.216,1.937,2.319,-274.902,-85.266
-0.214,-0.148,1.864,52.979,-230.408,-90.576
-0.167,-0.230,1.638,77.942,-183.166,-82.947
-0.066,0.088,1.416,26.306,-138.000,-39.551
-0.030,0.248,1.387,-6.409,-128.662,-31.189
-0.007,0.259,1.405,-38.025,-114.441,-52.673
-0.030,-0.057,1.613,-35.278,-106.384,-63.232
-0.070,-0.262,1.678,10.559,-74.341,-50.964
-0.072,-0.343,1.482,37.598,-54.260,-27.405
-0.021,-0.188,1.334,33.569,-34.180,14.465
0.097,0.142,1.230,7.812,-31.006,16.479
0.116,0.159,1.202,-27.283,-17.639,0.916
0.103,0.092,1.125,-26.855,-9.155,-0.305
0.110,0.094,1.088,-21.179,0.854,7.996
0.132,0.167,1.050,-17.273,2.808,11.780
0.141,0.209,1.039,-12.024,3.601,13.672
0.149,0.242,1.038,-4.395,2.808,11.719
0.153,0.250,1.007,-3.784,1.648,8.789
0.151,0.239,1.000,-3.052,-2.869,2.563
0.153,0.190,1.012,-2.563,-3.052,0.122
0.147,0.172,1.000,-2.075,1.343,-0.488
0.139,0.163,0.980,-2.319,2.380,0.000
0.137,0.163,0.974,-2.136,2.563,0.122
0.139,0.173,0.956,1.160,0.549,-0.305

-0.196,0.176,3.012,-30.884,95.215,-24.231
-0.470,0.167,3.429,-57.617,243.347,-22.400
-1.007,0.493,3.502,-33.081,337.158,-22.827
-1.241,0.605,3.146,59.692,489.319,-50.537
-1.553,0.418,2.389,95.337,537.659,-62.439
-1.528,0.259,1.882,105.164,613.831,-62.256
-1.363,-0.164,1.054,77.637,637.695,-54.382
-1.234,-0.247,0.727,43.213,651.184,-37.476
-0.719,0.077,-0.083,16.968,623.291,6.042
-0.489,0.148,-0.238,22.705,578.979,9.094
-0.341,0.062,-0.266,31.311,524.536,-5.798
-0.311,-0.191,-0.689,36.926,523.926,-2.014
-0.315,-0.246,-0.955,48.035,487.244,36.804
-0.140,0.058,-1.046,50.354,445.435,60.730
-0.033,0.270,-0.941,68.542,368.225,69.397
-0.011,0.356,-0.985,81.055,346.008,56.091
-0.040,0.352,-1.214,81.726,307.190,47.852
0.073,0.400,-1.220,68.787,271.057,55.237
0.108,0.415,-1.050,70.618,221.924,59.998
0.078,0.403,-1.023,82.520,217.834,53.589
0.058,0.471,-1.148,89.905,218.323,44.556
0.030,0.554,-1.360,92.407,210.693,23.071
-0.075,0.609,-1.649,90.576,189.392,13.977
-0.118,0.568,-1.536,79.468,134.583,3.357
-0.227,0.490,-1.300,74.341,122.864,1.587
-0.247,0.496,-1.335,70.251,104.736,4.211
-0.168,0.550,-1.465,64.392,87.952,6.287
-0.095,0.567,-1.566,52.551,71.350,7.874
0.074,0.541,-1.566,17.944,30.823,16.785
0.133,0.495,-1.383,1.770,6.409,22.827
0.187,0.416,-1.126,-21.851,-23.071,30.457
0.353,0.366,-0.604,-26.672,-21.484,33.447
0.412,0.407,-0.571,-5.493,10.132,19.836
0.406,0.383,-0.900,9.766,18.311,5.554
0.391,0.338,-0.979,14.465,2.136,-3.235
0.396,0.335,-0.908,6.592,-5.554,1.770
0.424,0.372,-0.798,-9.216,-6.714,11.230
0.457,0.441,-0.708,-9.155,-1.038,10.498
0.449,0.439,-0.713,-4.333,2.441,6.836
0.438,0.448,-0.692,10.986,2.747,-1.404
0.416,0.438,-0.797,18.860,7.385,-7.263
0.391,0.418,-0.943,19.043,2.441,-12.573
0.392,0.452,-1.003,10.132,-9.338,-9.277
0.398,0.483,-0.920,-5.737,-21.851,-6.226
0.384,0.486,-0.764,-8.057,-22.888,-8.728
0.361,0.455,-0.761,-4.822,-23.621,-14.587
0.318,0.395,-0.918,-1.404,-21.240,-14.709
0.317,0.391,-1.009,-1.160,-24.841,-9.399
0.338,0.440,-1.046,-6.042,-33.325,-6.226
0.338,0.447,-0.987,-11.108,-42.603,-4.761
0.333,0.432,-0.816,-16.113,-52.734,-3.601
0.328,0.445,-0.799,-11.963,-50.720,-3.967
0.315,0.445,-0.846,9.216,-43.152,-13.245
0.293,0.409,-0.998,18.066,-44.800,-17.334
0.296,0.411,-1.066,20.874,-60.181,-17.273
0.347,0.471,-1.191,15.503,-73.303,-15.808
0.366,0.491,-1.176,2.075,-107.239,-15.076
0.354,0.471,-0.966,0.732,-119.934,-16.785
0.323,0.427,-0.886,11.414,-124.939,-21.545
0.270,0.369,-0.830,16.846,-123.169,-21.667
0.273,0.388,-0.840,29.236,-121.155,-22.583
0.302,0.472,-0.983,36.011,-121.643,-26.978
0.344,0.492,-1.051,37.109,-127.075,-32.288
0.384,0.523,-1.032,22.095,-151.245,-35.217
0.407,0.575,-0.980,18.494,-157.776,-39.612
0.376,0.531,-0.989,17.029,-171.631,-54.382
0.268,0.369,-0.903,11.902,-183.960,-56.519
0.241,0.312,-0.798,3.113,-210.571,-47.913
0.259,0.296,-0.611,4.272,-220.459,-44.128
0.294,0.326,-0.570,7.263,-234.924,-45.654
0.423,0.464,-0.584,0.427,-245.605,-48.462
0.459,0.531,-0.570,-10.498,-273.743,-61.157
0.377,0.489,-0.500,-4.456,-285.034,-74.585
0.314,0.365,-0.373,1.587,-297.913,-87.097
0.276,0.268,-0.128,-2.625,-338.745,-93.018
0.279,0.141,0.456,-4.639,-355.103,-96.252
0.324,0.099,0.601,-12.634,-341.919,-106.567
0.322,0.097,0.444,-19.897,-318.115,-111.694
0.257,0.111,0.294,-46.570,-304.565,-121.033
0.123,0.135,0.586,-59.692,-332.825,-122.681
0.086,-0.018,1.233,-48.584,-390.503,-129.700
0.049,-0.460,2.042,-31.433,-360.046,-129.578
0.079,-0.602,1.610,-15.808,-207.458,-106.079
0.070,-0.476,0.444,-54.871,-192.139,-67.200
0.118,-0.034,0.645,-170.471,-316.223,31.067
0.376,0.715,1.878,-169.189,-363.098,30.701
0.351,0.504,2.290,-127.930,-370.789,-7.690
0.272,0.101,2.345,-9.338,-265.991,-61.768
0.219,-0.267,1.635,22.339,-194.336,-52.612
0.239,-0.152,1.203,21.362,-112.305,-21.606
0.327,0.139,0.872,5.188,-107.239,-15.564
0.337,0.172,1.050,-28.076,-114.563,-22.278
0.248,-0.024,1.345,-27.649,-104.370,-27.405
0.200,-0.112,1.339,-7.812,-75.928,-23.437
0.220,-0.004,1.157,1.099,-67.200,-12.146
0.258,0.140,1.145,13.855,-71.289,4.578
0.293,0.253,1.262,15.015,-69.824,1.526
0.279,0.217,1.220,15.808,-58.167,-5.310
0.269,0.156,1.115,5.859,-29.114,-12.634
0.244,0.080,0.892,-3.296,-22.949,-9.766
0.232,0.079,0.885,-15.503,-30.518,0.305
0.226,0.122,1.012,-14.282,-36.316,4.028
0.213,0.137,1.023,2.625,-40.894,4.272
0.197,0.165,0.991,10.010,-41.077,2.686
0.206,0.183,1.005,5.554,-41.382,0.061
0.235,0.215,1.090,-3.906,-37.231,-2.747
0.222,0.180,1.066,-8.728,-28.809,-7.874
0.204,0.112,1.018,-8.728,-11.780,-13.428
0.183,0.076,0.973,-6.897,-5.371,-10.498
0.182,0.118,0.978,-0.732,1.282,-10.437
0.178,0.141,1.005,6.897,1.038,-13.855
0.173,0.104,1.044,26.245,-3.540,-15.137
0.158,0.068,1.071,34.119,-1.770,-13.672
0.151,0.068,1.034,42.053,3.113,-13.184
0.169,0.062,1.024,34.973,3.662,-12.329
0.192,0.081,1.020,26.917,5.432,-10.498
0.210,0.100,1.049,32.776,12.146,-13.428
0.181,0.034,1.078,43.457,20.203,-16.357
0.146,-0.043,1.004,59.753,28.687,-9.155

-0.359,-0.020,2.175,187.622,63.599,0.061
-0.323,0.016,1.179,123.047,210.144,14.343
-0.127,0.063,0.758,145.996,177.368,13.306
-0.052,-0.105,0.934,102.234,74.890,8.606
-0.075,-0.025,0.687,32.654,37.842,6.958
-0.076,0.038,0.697,-3.784,4.333,0.916
-0.080,-0.007,0.817,-24.658,-41.321,-12.268
-0.122,-0.158,0.820,-36.255,-50.049,-4.822
-0.154,-0.105,0.858,-28.748,-61.646,27.771
-0.167,0.013,1.102,-4.333,-52.002,34.851
-0.138,0.012,1.035,20.630,-14.282,31.738
-0.175,0.036,0.896,13.672,-11.169,26.794
-0.192,0.000,0.896,-11.108,-28.625,22.339
-0.078,-0.107,0.777,-22.949,-42.358,25.391
-0.002,-0.124,0.803,-39.795,-83.740,34.851
-0.225,0.074,1.142,-41.382,-87.891,36.743
-0.355,0.077,1.108,-10.925,-48.096,33.386
-0.281,0.106,0.921,-9.094,-37.231,32.776
-0.246,0.148,0.917,-20.508,-38.330,27.161
-0.226,0.135,0.965,-36.438,-40.344,0.366
-0.279,0.138,0.988,-56.519,-37.170,-11.963
-0.286,0.200,0.979,-93.689,-35.828,-41.138
-0.347,-0.183,0.911,-75.867,-30.640,-53.101
-0.350,-0.459,0.887,1.343,-11.353,1.282
-0.270,0.029,1.023,17.151,-0.061,48.096
-0.248,0.343,0.976,19.958,11.475,43.396
-0.247,0.297,0.847,1.282,4.089,5.005
-0.265,0.098,0.894,-39.307,-17.334,-39.612
-0.310,0.014,1.172,-47.607,-12.512,-35.461
-0.325,0.051,1.071,-39.124,5.737,-27.466
-0.317,0.020,0.910,-2.258,22.827,-14.709
-0.223,0.041,0.934,-1.099,12.451,-6.348
-0.187,0.080,0.963,3.784,-0.854,-5.310
-0.243,0.080,0.994,7.202,0.305,-8.423
-0.271,0.091,0.984,17.822,8.667,-9.094
-0.266,0.084,0.911,25.574,9.644,-10.071
-0.274,0.063,0.897,24.597,2.502,-13.245
-0.252,0.021,0.937,17.517,-1.282,-13.489
