aX,aY,aZ,gX,gY,gZ
-0.009,0.106,-0.996,-10.254,1.038,2.258
-0.006,0.134,-0.984,-4.333,2.319,3.113
-0.010,0.152,-0.982,0.183,3.052,2.380
-0.009,0.168,-0.982,-0.916,1.892,2.380
-0.001,0.173,-0.982,-6.531,-0.244,1.526
0.010,0.162,-0.974,-9.460,0.366,0.244
0.005,0.161,-0.978,-12.695,5.066,-0.488
-0.002,0.161,-0.988,-14.587,7.751,-0.549
-0.006,0.148,-0.988,-16.357,11.353,-1.892
-0.010,0.132,-0.990,-14.404,11.658,-2.380
-0.010,0.137,-0.995,-10.681,10.742,-3.296
-0.015,0.143,-1.000,-1.770,7.019,-6.287
-0.018,0.151,-1.010,1.770,5.554,-6.104
-0.020,0.162,-1.020,0.305,5.066,-3.113
-0.027,0.164,-1.031,-4.578,6.409,-2.136
-0.038,0.156,-1.032,-14.038,9.155,-0.793
-0.041,0.135,-1.018,-16.296,8.057,-0.366
-0.033,0.123,-1.007,-11.597,3.845,-0.793
-0.021,0.119,-1.001,-5.005,2.869,-1.587
-0.021,0.129,-1.004,6.531,2.869,-3.662
-0.034,0.152,-1.015,7.874,3.357,-3.967
-0.045,0.171,-1.021,-0.549,2.441,-2.563
-0.048,0.179,-1.016,-9.277,0.000,-2.136
-0.042,0.157,-1.000,-17.456,-2.197,-2.258
-0.027,0.109,-0.973,-21.484,-0.610,-3.418
-0.023,0.094,-0.970,-17.761,2.197,-4.517
-0.024,0.086,-0.974,-6.775,7.446,-6.836
-0.036,0.093,-0.993,-2.747,8.911,-6.897
-0.040,0.102,-1.001,-2.808,8.301,-5.310
-0.045,0.110,-1.004,-5.859,6.775,-4.761
-0.045,0.101,-1.001,-11.108,4.700,-3.601
-0.042,0.073,-0.997,-11.108,5.249,-3.052
-0.044,0.069,-1.000,-5.737,7.935,-2.441
-0.057,0.091,-1.014,-2.441,8.606,-2.197

-0.468,0.706,-1.703,69.519,89.294,-239.868
-0.528,0.659,-1.801,56.885,59.448,-289.124
-0.615,0.437,-1.791,41.870,36.621,-312.073
-0.660,0.334,-1.804,24.841,-15.381,-340.515
-0.817,0.182,-1.851,17.578,-54.199,-342.773
-0.854,0.095,-1.835,2.136,-162.903,-316.711
-0.823,-0.123,-1.668,-10.071,-222.961,-296.936
-0.802,-0.258,-1.510,-37.048,-325.684,-258.545
-0.732,-0.474,-1.174,-44.006,-359.619,-242.981
-0.712,-0.553,-1.004,-41.931,-402.283,-218.201
-0.521,-0.691,-0.661,-32.288,-417.908,-203.430
-0.424,-0.711,-0.498,-1.404,-435.669,-165.649
-0.275,-0.608,-0.267,12.085,-435.486,-145.996
-0.253,-0.501,-0.195,12.634,-430.115,-129.883
-0.202,-0.327,-0.043,-50.842,-416.504,-104.553
-0.189,-0.310,0.094,-108.765,-410.583,-88.440
-0.110,-0.350,0.255,-218.445,-393.921,-38.879
0.052,-0.488,0.540,-243.713,-379.272,-8.179
0.117,-0.531,0.643,-221.619,-340.027,51.270
0.261,-0.476,0.783,-189.819,-317.261,78.003
0.334,-0.378,0.846,-135.620,-266.785,129.883
0.503,-0.105,0.971,-128.418,-238.708,154.419
0.670,0.019,1.035,-144.714,-175.659,194.397
0.776,0.279,1.212,-154.175,-136.597,207.214
0.951,0.413,1.289,-157.898,-39.856,219.421
1.059,0.792,1.343,-153.137,15.076,213.867
1.062,0.998,1.290,-148.071,76.843,201.477
1.081,1.179,1.166,-143.005,208.313,161.011
1.148,1.461,0.797,-135.803,272.766,137.634
1.170,1.531,0.600,-79.956,389.770,86.243
1.032,1.415,0.199,-45.776,431.152,47.363
0.876,1.311,-0.056,6.775,455.078,-77.209
0.532,1.113,-0.713,39.429,437.317,-148.865
0.378,1.016,-1.063,78.369,402.832,-211.975
0.139,0.768,-1.676,107.361,293.030,-272.034
0.132,0.562,-1.899,91.248,225.281,-259.827
0.217,0.309,-2.036,46.570,85.205,-215.210
0.387,-0.151,-1.916,33.875,26.917,-207.825
0.391,-0.301,-1.720,52.246,-45.593,-224.243
0.302,-0.423,-1.306,85.999,-68.970,-238.342
0.258,-0.455,-1.142,175.049,-118.469,-264.832
0.239,-0.420,-0.954,203.491,-145.325,-271.790
0.245,-0.340,-0.927,201.660,-200.195,-267.639
0.177,-0.239,-0.892,164.124,-229.553,-254.944
0.123,-0.280,-0.787,28.015,-276.611,-202.698
0.138,-0.468,-0.430,-40.161,-291.931,-166.809
0.192,-0.573,-0.242,-92.346,-301.086,-128.845
0.246,-0.671,0.090,-146.057,-303.833,-61.707
0.328,-0.678,0.235,-151.489,-301.392,-35.461
0.380,-0.667,0.380,-142.090,-286.316,8.057
0.467,-0.583,0.624,-140.991,-270.691,24.841
0.505,-0.517,0.733,-168.701,-229.919,56.396
0.576,-0.459,0.993,-192.871,-205.627,76.721
0.658,-0.449,1.152,-225.647,-138.916,129.333
0.832,-0.368,1.398,-221.436,-99.915,157.227
0.825,-0.245,1.466,-180.725,-9.888,202.820
0.846,0.107,1.464,-161.804,39.124,213.928
0.860,0.302,1.401,-142.334,137.817,208.252
0.781,0.618,1.177,-140.625,186.096,197.388
0.745,0.707,1.031,-141.846,232.605,184.631
0.710,0.737,0.885,-130.859,319.519,157.104
0.537,0.610,0.613,-108.521,358.704,144.897
0.392,0.502,0.472,-66.589,413.513,123.169
0.214,0.296,0.149,-64.636,429.932,112.732
0.213,0.228,-0.060,-71.472,449.524,93.201
0.189,0.083,-0.487,-71.716,448.914,81.116
0.120,-0.036,-0.619,-72.998,438.660,67.566
0.022,-0.144,-0.707,-68.176,397.400,71.228
-0.016,-0.223,-0.836,-55.054,372.375,98.511
0.048,-0.176,-0.917,-23.743,332.092,144.348
0.068,-0.020,-1.056,-26.367,319.275,149.048
0.015,0.053,-1.124,-69.031,305.847,151.001
-0.049,0.193,-1.223,-97.412,298.584,153.687
-0.083,0.222,-1.217,-130.371,251.160,143.372
-0.239,0.157,-1.157,-123.840,211.731,133.606
-0.289,0.175,-1.192,-71.777,132.202,127.258
-0.326,0.439,-1.406,-52.002,105.408,126.709
-0.324,0.569,-1.495,-50.903,89.966,124.756
-0.305,0.642,-1.527,-92.163,80.933,116.577
-0.237,0.622,-1.459,-117.187,77.576,108.521
-0.215,0.559,-1.398,-127.014,58.838,75.012
-0.240,0.444,-1.289,-103.699,45.532,52.612
-0.264,0.405,-1.258,-19.897,23.804,22.644
-0.280,0.528,-1.307,20.813,19.165,22.827
-0.245,0.659,-1.355,40.588,12.085,35.706
-0.137,0.783,-1.373,12.695,4.883,35.706
-0.092,0.711,-1.325,-66.833,-11.475,21.667
-0.029,0.427,-1.174,-88.623,-16.602,13.428
-0.007,0.303,-1.103,-88.928,-19.104,6.104
0.002,0.229,-1.052,-42.297,-18.188,-3.479
-0.008,0.237,-1.020,-10.193,-14.099,-2.991
-0.012,0.290,-1.023,33.752,-3.296,3.662
-0.010,0.408,-1.037,37.170,0.977,5.554
-0.014,0.437,-1.043,11.658,5.981,3.601
-0.032,0.401,-1.026,-7.690,6.104,1.282
-0.034,0.345,-1.004,-35.400,2.930,-1.099
-0.021,0.233,-0.959,-39.307,1.465,-1.099
-0.013,0.198,-0.946,-31.433,2.319,-1.709
-0.019,0.163,-0.931,-23.743,5.249,-2.136
-0.033,0.167,-0.935,-15.747,9.094,-1.770
-0.067,0.201,-0.968,-5.615,13.611,1.221
-0.080,0.217,-0.987,-5.066,12.451,2.380
-0.080,0.226,-1.003,-9.583,5.310,1.953
-0.058,0.211,-1.005,-12.268,1.770,1.343
-0.045,0.198,-0.996,-14.587,-0.183,2.136
-0.030,0.179,-0.982,-14.832,0.916,2.930
-0.030,0.173,-0.974,-13.245,4.761,3.967
-0.043,0.176,-0.961,-10.986,7.080,3.784
-0.057,0.187,-0.961,-4.211,9.216,0.671
-0.087,0.203,-0.980,-1.221,7.690,-0.916
-0.091,0.206,-0.993,0.732,0.854,0.793
-0.073,0.210,-1.002,-1.038,-2.075,2.747
-0.062,0.201,-0.993,-4.150,-3.174,3.723
-0.057,0.187,-0.979,-7.996,0.061,3.723
-0.060,0.171,-0.964,-7.019,2.380,3.967
-0.064,0.180,-0.965,-1.953,5.493,4.456
-0.072,0.210,-0.977,0.183,5.981,3.784
-0.076,0.218,-0.987,1.465,5.310,1.831
-0.079,0.218,-0.999,0.977,4.517,1.404

-0.584,0.219,-1.595,63.782,-114.990,-304.260
-0.582,0.191,-1.544,37.842,-204.041,-333.923
-0.609,0.125,-1.349,13.611,-244.141,-350.586
-0.648,0.022,-1.190,-36.255,-314.453,-380.188
-0.677,-0.305,-0.876,-43.945,-339.905,-386.047
-0.639,-0.470,-0.775,-1.770,-371.582,-376.221
-0.511,-0.616,-0.627,36.316,-383.850,-361.267
-0.487,-0.615,-0.526,95.764,-407.288,-314.941
-0.399,-0.544,-0.332,96.680,-420.593,-287.476
-0.353,-0.539,-0.245,44.067,-440.247,-232.056
-0.276,-0.572,0.003,1.587,-442.139,-203.369
-0.236,-0.608,0.141,-85.266,-427.490,-137.146
-0.086,-0.630,0.407,-125.732,-411.255,-104.309
-0.016,-0.636,0.523,-164.978,-390.381,-74.341
0.107,-0.668,0.653,-229.370,-340.088,-22.095
0.249,-0.770,0.953,-246.887,-311.646,3.418
0.313,-0.790,1.084,-233.643,-242.676,64.819
0.550,-0.696,1.240,-209.961,-203.430,101.624
0.643,-0.574,1.286,-166.992,-122.253,180.298
0.881,-0.256,1.327,-156.555,-82.642,216.614
0.933,-0.041,1.332,-161.438,1.465,270.081
1.173,0.480,1.332,-174.377,47.058,284.546
1.228,0.758,1.321,-215.515,137.268,276.855
1.226,1.285,1.208,-231.445,188.110,257.812
1.196,1.507,1.075,-236.877,242.004,228.638
1.192,1.714,0.884,-209.595,350.647,149.048
1.124,1.879,0.442,-181.641,400.330,103.333
0.979,1.798,0.200,-139.771,460.754,-16.052
0.554,1.362,-0.309,-117.004,457.703,-89.905
0.396,1.075,-0.585,-40.466,394.714,-222.900
0.192,0.678,-1.264,11.597,352.173,-261.108
0.129,0.612,-1.565,57.312,301.208,-281.067
0.037,0.453,-1.851,107.361,172.546,-310.791
-0.002,0.286,-1.902,109.009,111.511,-329.956
-0.014,0.069,-1.875,84.595,23.621,-335.571
-0.047,-0.345,-1.627,86.487,-9.644,-324.036
-0.060,-0.503,-1.482,144.836,-81.055,-294.922
-0.047,-0.590,-1.255,174.133,-121.521,-282.593
-0.017,-0.552,-1.175,181.824,-205.872,-260.864
0.047,-0.483,-1.001,159.485,-243.347,-242.798
0.054,-0.511,-0.869,86.243,-289.978,-185.974
0.081,-0.608,-0.529,44.861,-302.368,-154.968
0.142,-0.630,-0.358,-30.334,-320.312,-100.586
0.250,-0.665,-0.045,-64.392,-324.768,-77.698
0.274,-0.665,0.131,-121.033,-325.684,-34.607
0.328,-0.643,0.477,-146.240,-322.632,-13.062
0.422,-0.640,0.648,-171.570,-317.200,7.263
0.460,-0.634,0.834,-214.355,-293.945,52.979
0.715,-0.599,1.206,-226.318,-270.935,83.252
0.782,-0.566,1.381,-223.083,-191.101,152.588
0.982,-0.346,1.575,-205.627,-135.437,185.364
1.050,-0.161,1.602,-167.541,-11.414,223.572
0.931,0.232,1.542,-158.203,53.162,223.389
0.847,0.386,1.440,-149.475,165.344,195.068
0.687,0.551,1.187,-140.015,206.177,174.072
0.632,0.559,1.039,-125.916,239.014,152.344
0.612,0.539,0.853,-82.947,295.044,116.455
0.604,0.433,0.426,-56.824,323.364,106.384
0.606,0.383,0.206,-20.752,381.103,99.121
0.484,0.249,-0.100,-20.325,406.799,100.220
0.341,0.170,-0.198,-36.194,429.077,102.600
0.043,0.008,-0.417,-35.461,409.546,98.572
0.013,-0.037,-0.563,-28.015,310.242,79.956
0.101,0.045,-0.865,-30.640,256.958,74.829
0.173,0.105,-0.979,-41.077,214.844,78.857
0.233,0.119,-1.007,-91.248,163.452,100.098
0.299,-0.016,-0.834,-115.967,150.818,107.239
0.341,-0.092,-0.736,-110.657,154.175,119.568
0.444,-0.078,-0.723,-86.670,169.739,128.662
0.427,0.010,-0.796,-49.561,217.957,149.719
0.161,0.246,-0.948,-48.523,237.427,160.278
0.035,0.352,-1.010,-57.922,233.398,172.546
-0.101,0.469,-1.101,-55.481,204.712,167.114
-0.074,0.524,-1.130,-34.485,130.676,144.470
0.066,0.635,-1.181,-27.466,107.910,137.512
0.092,0.669,-1.206,-28.076,100.403,134.338
0.094,0.683,-1.236,-51.514,116.638,129.700
-0.046,0.711,-1.237,-67.749,126.343,125.549
-0.147,0.727,-1.226,-72.205,116.394,110.535
-0.241,0.716,-1.207,-53.772,91.553,98.450
-0.202,0.730,-1.211,1.221,34.668,76.782
-0.050,0.804,-1.222,21.362,19.043,68.970
-0.002,0.826,-1.213,24.536,18.494,54.810
-0.013,0.811,-1.176,10.803,24.658,48.096
-0.037,0.788,-1.155,-6.104,28.442,41.321
-0.066,0.752,-1.131,-27.161,18.799,26.001
-0.075,0.660,-1.091,-27.527,7.568,21.912
-0.039,0.630,-1.079,-15.808,-11.047,26.489
0.033,0.631,-1.054,-12.207,-15.503,28.076
0.048,0.622,-1.035,-23.193,-17.029,21.484
0.043,0.546,-0.970,-33.508,-15.442,17.700
0.031,0.502,-0.933,-42.419,-8.911,16.113
0.006,0.459,-0.884,-36.499,-4.578,16.235
0.005,0.459,-0.876,-13.550,3.052,12.878
0.002,0.482,-0.880,-3.845,6.409,9.705
-0.007,0.497,-0.889,1.038,9.705,6.531
-0.015,0.508,-0.898,-8.240,14.282,3.174
-0.021,0.495,-0.913,-21.057,15.198,2.625
-0.023,0.473,-0.923,-50.598,13.306,1.221
-0.032,0.389,-0.922,-60.364,9.460,0.549
-0.025,0.342,-0.913,-58.838,1.587,1.770
-0.006,0.289,-0.904,-49.561,0.122,3.357
-0.007,0.287,-0.903,-26.184,3.296,4.883
-0.025,0.309,-0.912,-16.113,6.653,4.700
-0.038,0.323,-0.921,-3.418,11.169,3.662
-0.055,0.348,-0.950,-1.465,10.681,3.235
-0.057,0.352,-0.963,-2.258,8.606,3.113
-0.055,0.349,-0.971,-8.118,3.845,3.662
-0.050,0.330,-0.972,-11.414,1.404,4.150
-0.046,0.318,-0.967,-15.076,-3.296,5.798
-0.035,0.301,-0.943,-14.038,-3.967,6.775
-0.030,0.301,-0.931,-5.371,-0.732,7.324
-0.027,0.320,-0.925,1.038,1.648,6.104
-0.031,0.336,-0.931,10.193,3.845,2.014
-0.025,0.355,-0.943,10.559,4.272,0.671
-0.021,0.356,-0.946,4.700,5.493,0.305
-0.016,0.352,-0.953,0.366,5.676,0.916
-0.017,0.348,-0.959,-4.028,5.859,1.770
-0.024,0.345,-0.965,-9.460,7.446,3.174

-0.348,1.290,-1.378,75.867,75.867,-47.546
-0.338,1.378,-1.462,29.846,79.163,-80.627
-0.383,1.429,-1.591,-3.784,76.721,-105.957
-0.462,1.362,-1.626,-52.979,53.528,-166.199
-0.636,1.103,-1.645,-47.485,34.790,-196.167
-0.656,1.015,-1.663,12.695,-5.737,-244.812
-0.607,1.010,-1.688,37.842,-28.320,-263.794
-0.590,1.034,-1.675,43.152,-53.894,-280.823
-0.615,0.892,-1.581,-3.662,-118.103,-313.477
-0.637,0.726,-1.505,-34.912,-151.917,-327.820
-0.685,0.343,-1.330,-66.650,-213.684,-342.651
-0.694,0.156,-1.208,-66.345,-246.277,-342.773
-0.698,-0.014,-1.056,-46.753,-321.106,-333.252
-0.678,-0.235,-0.754,-30.273,-354.431,-324.524
-0.648,-0.264,-0.666,0.854,-388.061,-305.664
-0.615,-0.378,-0.493,6.165,-392.639,-297.180
-0.597,-0.499,-0.382,7.385,-387.146,-274.719
-0.523,-0.782,-0.140,12.329,-380.615,-260.437
-0.483,-0.905,-0.040,28.992,-376.038,-230.591
-0.376,-0.998,0.150,30.212,-377.441,-213.989
-0.336,-0.978,0.226,-9.277,-391.540,-173.035
-0.253,-0.924,0.433,-56.641,-402.954,-149.170
-0.154,-0.967,0.616,-173.096,-406.921,-72.205
0.308,-1.092,1.021,-215.820,-381.287,-10.498
0.443,-1.071,1.192,-242.737,-283.997,131.165
0.564,-0.894,1.432,-231.262,-233.948,192.383
0.620,-0.741,1.493,-168.762,-148.804,274.170
0.790,-0.283,1.530,-134.277,-107.605,295.959
0.896,0.022,1.551,-117.554,-58.350,310.852
1.022,0.286,1.573,-162.170,70.496,336.365
0.904,0.724,1.566,-201.599,151.001,348.877
0.800,1.021,1.407,-211.487,342.224,357.849
0.665,1.729,0.850,-164.185,431.274,339.172
0.512,1.917,0.608,-31.494,520.935,230.713
0.131,2.124,0.104,4.883,507.263,141.479
0.132,2.163,-0.185,-1.282,428.650,-46.387
0.268,1.910,-0.776,-17.944,399.109,-121.399
0.214,1.641,-1.073,-28.442,379.883,-179.138
0.093,1.390,-1.382,-22.766,335.388,-243.958
-0.100,0.999,-1.872,-8.606,292.480,-254.456
-0.140,0.809,-1.963,23.682,160.278,-264.465
-0.064,0.493,-1.911,32.410,92.529,-268.616
-0.017,0.332,-1.793,44.189,-13.245,-281.250
-0.000,0.024,-1.447,55.603,-50.720,-291.504
0.001,-0.083,-1.288,98.206,-101.868,-314.819
0.039,-0.264,-1.072,123.352,-119.202,-323.120
0.061,-0.332,-1.013,154.846,-150.940,-312.500
0.042,-0.376,-0.854,146.423,-175.781,-295.471
0.034,-0.386,-0.755,65.369,-235.352,-242.187
-0.007,-0.516,-0.519,10.742,-255.249,-205.200
0.048,-0.611,-0.354,-41.870,-265.198,-165.344
0.121,-0.703,-0.180,-125.488,-275.757,-93.811
0.233,-0.824,0.134,-155.640,-279.419,-63.538
0.311,-0.843,0.275,-196.838,-268.188,-1.038
0.497,-0.870,0.558,-209.167,-246.704,34.302
0.574,-0.858,0.695,-219.849,-181.702,112.793
0.682,-0.769,0.915,-219.177,-146.912,153.381
0.708,-0.670,0.974,-203.247,-73.792,226.807
0.777,-0.447,0.943,-190.491,-33.997,256.470
0.745,-0.314,0.884,-157.227,52.307,301.270
0.671,-0.011,0.732,-143.066,97.412,318.420
0.658,0.138,0.638,-135.742,141.663,331.055
0.634,0.286,0.528,-133.423,224.243,337.402
0.533,0.633,0.227,-132.812,258.911,332.336
0.431,0.783,0.074,-151.245,306.274,317.383
0.306,0.903,-0.163,-172.852,320.557,307.251
0.284,0.901,-0.268,-206.665,343.994,277.405
0.241,0.896,-0.486,-211.792,353.271,257.751
0.183,0.917,-0.616,-198.608,352.966,211.609
0.024,0.963,-0.958,-187.439,336.304,182.434
-0.046,0.903,-1.073,-177.429,305.908,152.649
-0.155,0.787,-1.130,-150.269,224.060,110.596
-0.135,0.811,-1.170,-130.798,185.303,103.943
-0.082,0.877,-1.231,-112.549,133.118,106.445
0.003,0.952,-1.292,-121.033,123.657,105.835
0.018,0.907,-1.263,-143.982,130.981,94.299
-0.005,0.767,-1.182,-143.616,137.451,84.167
-0.050,0.703,-1.164,-118.652,122.314,50.171
-0.162,0.533,-1.118,-98.816,98.999,31.616
-0.172,0.479,-1.102,-53.345,52.307,15.442
-0.103,0.489,-1.116,-35.156,37.598,17.944
-0.070,0.521,-1.120,-26.123,28.870,22.339
-0.051,0.546,-1.083,-36.987,24.109,26.245
-0.065,0.542,-1.058,-49.072,25.696,25.146
-0.083,0.534,-1.036,-65.491,30.762,19.104
-0.117,0.496,-1.002,-67.139,30.273,13.855
-0.126,0.460,-0.988,-59.998,19.409,4.944
-0.101,0.399,-0.955,-51.453,12.756,4.883
-0.074,0.392,-0.949,-31.128,5.920,8.362
-0.044,0.415,-0.972,-23.254,6.470,7.568
-0.048,0.421,-0.990,-17.883,11.475,1.587
-0.079,0.416,-1.021,-18.738,13.672,-0.732
-0.090,0.412,-1.028,-20.264,13.672,-2.319
-0.087,0.396,-1.009,-21.851,4.089,-4.272
-0.075,0.385,-0.992,-20.386,-3.296,-3.906
-0.061,0.380,-0.980,-16.418,-16.602,-0.671
-0.035,0.372,-0.956,-15.503,-20.813,0.427
-0.025,0.368,-0.943,-14.832,-20.447,0.427
-0.023,0.358,-0.922,-13.977,-16.724,-0.061
-0.025,0.351,-0.914,-9.460,-7.141,0.183
-0.029,0.351,-0.905,-6.409,-3.357,0.244
-0.031,0.354,-0.905,-2.869,-0.183,-1.526
-0.050,0.362,-0.931,-3.418,-0.488,-3.113
-0.058,0.364,-0.946,-9.460,-4.272,-4.822
-0.056,0.361,-0.956,-14.160,-6.958,-5.005
-0.048,0.351,-0.948,-20.996,-9.277,-5.188
-0.032,0.322,-0.929,-20.569,-7.446,-5.066
-0.028,0.314,-0.931,-13.123,-0.610,-5.371
-0.037,0.305,-0.955,-8.789,3.052,-5.737
-0.048,0.302,-0.973,-5.676,6.226,-5.859
-0.061,0.302,-0.993,-4.333,7.996,-4.700
-0.083,0.303,-1.010,-5.798,4.883,-4.272
-0.078,0.295,-1.001,-5.798,-7.080,-3.601
-0.045,0.287,-0.968,-2.258,-12.024,-2.441
-0.029,0.295,-0.952,6.104,-14.282,0.122
-0.013,0.315,-0.931,8.240,-11.963,0.244
-0.015,0.321,-0.924,7.629,-5.066,0.244
-0.019,0.329,-0.916,5.798,-2.380,0.671
-0.030,0.339,-0.918,1.099,-1.587,0.549

-0.386,1.180,-1.431,-33.142,100.830,-31.189
-0.477,1.226,-1.528,-61.218,86.304,-90.881
-0.624,1.099,-1.656,-67.627,78.186,-121.643
-0.676,1.009,-1.720,-59.692,65.002,-170.410
-0.729,0.841,-1.786,-52.612,51.880,-189.575
-0.764,0.759,-1.772,-36.255,1.221,-223.999
-0.770,0.570,-1.664,-25.330,-32.166,-239.380
-0.759,0.495,-1.617,-9.888,-93.994,-269.897
-0.770,0.327,-1.556,-12.207,-122.498,-281.921
-0.767,0.223,-1.513,-21.606,-151.794,-287.292
-0.784,0.005,-1.379,-49.561,-212.952,-279.114
-0.816,-0.104,-1.301,-63.599,-243.042,-271.301
-0.856,-0.212,-1.207,-88.440,-309.631,-258.301
-0.882,-0.446,-0.936,-94.238,-349.792,-251.221
-0.841,-0.557,-0.764,-73.669,-428.467,-226.929
-0.680,-0.701,-0.420,-44.495,-455.749,-210.571
-0.555,-0.710,-0.296,26.428,-485.168,-184.814
-0.372,-0.641,-0.120,55.664,-485.596,-175.964
-0.302,-0.573,-0.067,78.064,-461.121,-161.804
-0.236,-0.483,0.049,66.711,-447.449,-152.954
-0.213,-0.474,0.138,11.841,-427.368,-122.925
-0.104,-0.523,0.351,-21.729,-417.969,-102.295
-0.042,-0.560,0.485,-81.360,-394.592,-58.350
0.128,-0.670,0.756,-100.586,-380.615,-35.522
0.226,-0.711,0.883,-110.474,-340.637,18.433
0.472,-0.697,1.116,-103.943,-312.012,52.368
0.578,-0.641,1.221,-94.299,-241.150,123.108
0.776,-0.475,1.417,-93.994,-200.745,156.006
0.877,-0.388,1.488,-94.666,-158.752,183.350
0.974,-0.260,1.530,-95.459,-61.157,217.163
1.132,0.067,1.487,-102.295,-6.165,223.999
1.114,0.243,1.438,-138.794,113.586,225.647
1.011,0.617,1.270,-157.532,173.828,225.952
0.958,0.815,1.141,-168.274,289.490,224.792
0.906,1.202,0.774,-154.541,347.412,216.187
0.909,1.361,0.531,-95.276,460.876,164.917
0.764,1.474,-0.035,-62.927,503.357,116.699
0.556,1.470,-0.354,-37.354,528.320,54.138
0.266,1.428,-0.723,-1.709,488.220,-91.187
-0.131,1.211,-1.481,11.780,409.668,-158.813
-0.119,1.083,-1.784,22.278,225.037,-215.820
0.132,0.746,-2.229,20.508,156.494,-208.801
0.203,0.511,-2.314,-5.554,48.035,-192.078
0.186,0.020,-2.015,-9.033,-4.028,-192.383
0.168,-0.153,-1.755,53.650,-96.680,-199.768
0.195,-0.271,-1.300,104.309,-136.902,-207.214
0.237,-0.259,-1.116,180.176,-198.853,-232.178
0.269,-0.218,-0.871,193.359,-214.172,-243.469
0.233,-0.242,-0.762,189.026,-221.374,-248.962
0.187,-0.272,-0.651,140.869,-229.431,-238.708
0.173,-0.344,-0.474,100.159,-238.892,-226.685
0.157,-0.365,-0.331,-16.357,-272.705,-190.613
0.162,-0.451,-0.001,-73.914,-292.297,-164.124
0.207,-0.536,0.171,-161.072,-318.054,-106.812
0.391,-0.689,0.532,-183.960,-317.566,-77.148
0.499,-0.752,0.708,-181.763,-289.001,-17.944
0.719,-0.756,1.046,-161.682,-263.367,12.878
0.793,-0.682,1.169,-131.348,-198.120,72.205
0.963,-0.538,1.345,-130.188,-160.095,97.839
0.920,-0.494,1.421,-127.502,-67.932,138.916
0.906,-0.368,1.429,-115.967,-19.531,153.931
0.840,-0.242,1.367,-100.525,25.452,164.673
0.780,-0.115,1.280,-95.215,107.544,180.603
0.729,0.053,1.073,-100.220,144.287,187.317
0.735,0.137,0.960,-84.290,216.003,199.646
0.781,0.379,0.666,-63.354,252.808,203.735
0.820,0.493,0.486,-12.512,326.294,199.890
0.750,0.640,0.140,18.127,361.267,193.909
0.517,0.669,-0.045,47.546,387.878,187.012
-0.009,0.762,-0.761,58.960,363.892,155.579
0.024,0.937,-1.256,38.696,286.194,115.112
0.290,1.110,-1.647,-28.198,66.406,5.371
0.810,0.874,-1.606,-69.824,1.282,-29.114
0.819,0.516,-1.321,-118.042,-22.034,-34.302
0.588,-0.007,-0.840,-92.957,-26.367,-16.052
0.525,-0.075,-0.665,3.174,-54.932,42.236
0.519,-0.033,-0.334,35.706,-62.683,75.562
0.511,-0.008,-0.171,48.828,-45.776,126.404
0.464,0.075,0.073,42.419,-25.146,141.174
0.457,0.161,0.112,31.006,0.488,151.917
0.478,0.254,0.116,-25.757,57.373,172.607
0.566,0.361,0.102,-68.176,85.999,183.899
0.611,0.396,0.091,-133.484,148.315,208.679
0.511,0.421,0.065,-149.475,180.603,220.032
0.404,0.449,0.013,-158.142,236.877,230.347
0.272,0.593,-0.224,-150.330,257.202,227.234
0.220,0.678,-0.364,-134.094,266.846,216.980
0.134,0.829,-0.594,-91.248,253.784,176.514
0.058,0.891,-0.687,-74.707,238.220,153.992
0.013,0.950,-0.783,-57.861,199.646,127.502
-0.008,1.115,-0.956,-54.016,182.495,124.084
0.011,1.194,-1.042,-64.087,156.128,117.004
0.044,1.227,-1.177,-74.829,146.362,105.103
0.027,1.181,-1.219,-88.013,125.916,65.369
-0.016,1.031,-1.223,-86.670,111.511,43.884
-0.022,0.955,-1.199,-71.411,77.209,16.602
-0.042,0.859,-1.167,-59.021,62.317,19.653
-0.014,0.807,-1.141,-46.265,49.866,30.457
0.014,0.791,-1.113,-35.400,23.743,37.964
0.005,0.833,-1.068,-36.987,12.756,33.508
-0.005,0.825,-1.043,-41.260,0.122,20.569
-0.020,0.750,-0.983,-39.673,-1.770,13.855
-0.025,0.710,-0.952,-24.841,-3.906,4.333
-0.023,0.670,-0.896,-13.916,-5.920,1.953
-0.018,0.668,-0.877,0.427,-10.742,0.916
-0.006,0.669,-0.850,-0.122,-11.902,1.343
-0.004,0.658,-0.843,-13.672,-10.315,0.427
-0.021,0.618,-0.835,-21.851,-8.667,-0.305
-0.036,0.589,-0.827,-28.076,-7.874,-0.305
-0.034,0.539,-0.798,-30.823,-12.207,1.343
-0.022,0.527,-0.783,-27.893,-15.503,2.563
-0.006,0.524,-0.771,-17.944,-15.442,4.272
0.013,0.534,-0.763,-12.695,-11.414,4.211
0.013,0.538,-0.766,-5.920,-0.916,2.930
0.001,0.540,-0.788,-4.883,3.601,2.380
-0.011,0.540,-0.798,-6.592,7.690,2.747
-0.019,0.550,-0.820,-8.240,6.104,3.418
-0.014,0.559,-0.834,-13.855,-1.404,3.601
-0.008,0.551,-0.838,-17.273,-4.150,3.357

-0.204,1.151,-1.287,-131.531,90.881,12.878
-0.239,1.166,-1.294,-164.795,121.338,-17.212
-0.353,1.117,-1.356,-174.988,127.258,-42.847
