aX,aY,aZ,gX,gY,gZ
-1.743,0.956,-0.674,-293.213,-637.207,-273.926
-1.741,1.014,-0.510,-328.125,-684.326,-254.944
-1.754,1.023,-0.342,-374.512,-779.053,-239.929
-2.088,1.043,0.076,-383.606,-830.017,-248.718
-2.403,1.043,0.343,-343.506,-925.354,-278.503
-3.098,0.985,1.067,-315.552,-970.215,-296.143
-3.346,0.908,1.523,-301.208,-1014.038,-314.148
-3.769,0.561,2.521,-340.088,-1035.278,-319.763
-3.700,0.378,3.033,-367.371,-963.928,-282.898
-3.308,0.287,3.406,-389.832,-692.139,-137.146
-2.043,0.334,3.590,-364.258,-565.735,-71.411
-1.565,0.321,3.524,-214.600,-402.588,-1.404
-0.865,0.272,3.616,-129.761,-344.543,18.494
-0.519,0.335,3.842,-7.996,-214.783,40.344
-0.062,0.120,3.574,43.701,-118.652,35.278
-0.076,-0.087,2.806,64.453,81.055,49.988
-0.122,-0.052,1.290,38.818,125.610,78.247
-0.063,0.173,0.940,33.569,88.318,121.094
0.105,0.534,0.756,61.401,49.011,118.835
0.139,0.591,0.755,75.989,20.508,101.929
0.140,0.579,0.812,25.513,3.601,45.471
0.116,0.481,1.077,-11.536,1.404,20.935
0.092,0.420,1.196,-34.973,-5.981,-10.803
0.027,0.250,1.253,-18.555,-7.324,-16.357
0.019,0.197,1.201,1.526,0.610,-6.653
0.040,0.223,1.098,-4.333,6.592,1.526
0.064,0.250,1.064,-25.452,14.648,11.780
0.099,0.307,1.038,-32.532,14.771,12.634
0.104,0.319,1.060,-30.273,12.817,11.292
0.100,0.315,1.074,-12.756,12.390,3.906
0.062,0.268,1.017,-6.104,14.221,0.183
0.042,0.233,0.989,-2.075,16.785,-2.502
0.029,0.178,0.969,-6.226,20.447,-2.869
0.020,0.168,0.952,-21.790,27.710,-1.038
0.021,0.200,0.923,-28.259,27.039,2.319
0.034,0.216,0.913,-27.832,24.780,5.188
0.041,0.216,0.899,-9.583,19.958,6.226
0.035,0.192,0.852,-2.625,17.822,7.629
0.042,0.206,0.830,-9.644,15.198,13.367
0.089,0.300,0.848,-18.188,12.390,14.099
0.091,0.327,0.878,-21.362,4.578,4.944
0.076,0.308,0.963,-17.212,1.221,0.366
0.075,0.290,0.990,-6.226,-0.061,-2.930
0.064,0.240,0.962,1.526,1.099,-1.953
0.069,0.234,0.932,2.991,3.906,0.610
0.080,0.250,0.908,-7.019,8.728,4.089
0.095,0.304,0.907,-10.498,7.690,3.906
0.094,0.318,0.917,-10.010,1.709,0.977
0.081,0.298,0.928,-6.653,-1.221,-1.343
0.072,0.276,0.930,3.235,-3.723,-3.479
0.070,0.232,0.934,6.104,-2.258,-2.686
0.078,0.237,0.923,-3.784,3.601,0.000
0.095,0.290,0.921,-9.094,3.357,0.977
0.095,0.303,0.946,-10.071,0.854,0.732
0.093,0.301,0.967,-3.113,-2.319,-3.418
0.077,0.259,0.968,2.869,-2.747,-4.639
0.076,0.226,0.958,7.568,-1.770,-2.075
0.083,0.217,0.931,4.211,-0.610,0.854
0.090,0.243,0.933,-5.554,0.671,4.272
0.099,0.303,0.954,-8.423,0.488,3.479
0.094,0.303,0.956,-5.920,-0.671,1.160

-0.118,0.372,2.411,119.019,188.110,-18.616
-0.162,0.453,2.572,86.243,265.503,-6.104
-0.425,0.483,2.646,102.905,321.289,-8.911
-0.583,0.408,2.561,197.998,440.369,-6.897
-0.743,0.242,2.134,260.437,490.662,6.714
-0.673,0.202,1.907,289.856,562.500,48.950
-0.507,0.199,1.696,243.225,591.858,61.951
-0.544,0.172,1.620,200.378,626.526,64.026
-0.649,0.113,1.424,221.558,703.369,73.242
-0.833,0.051,0.787,253.784,724.914,94.788
-0.885,0.080,0.519,298.706,727.051,149.902
-1.009,0.161,0.316,316.223,724.548,172.974
-1.091,0.156,0.324,340.820,730.896,217.834
-1.366,0.173,0.130,321.228,733.948,242.676
-1.538,0.244,-0.104,289.734,728.516,265.625
-1.692,0.476,-0.505,258.240,678.772,299.988
-1.669,0.614,-0.642,253.174,638.672,305.237
-1.629,0.742,-0.727,215.759,548.889,291.382
-1.641,0.924,-0.772,186.523,507.202,274.902
-1.732,0.964,-0.766,148.132,416.748,231.934
-2.127,1.075,-0.726,123.840,370.361,211.121
-2.435,1.242,-0.846,36.804,281.982,164.429
-2.629,2.267,-2.115,22.705,187.256,106.812
-2.092,2.071,-1.960,-29.602,-0.366,-23.926
-0.947,0.219,-0.835,-90.881,13.794,-33.386
-0.339,-0.320,-0.420,-99.243,24.719,-15.686
0.395,-0.183,-0.029,-26.245,-31.616,58.838
0.344,0.287,-0.063,-2.991,-21.240,83.801
0.025,0.859,-0.349,63.660,24.048,41.809
-0.730,1.302,-1.033,89.905,9.155,-10.681
-0.865,1.039,-1.048,39.490,-8.301,-65.979
-0.701,0.419,-0.717,-6.470,0.977,-53.406
-0.485,0.362,-0.588,-46.936,-0.427,0.488
-0.098,0.607,-0.519,-38.086,-4.700,14.160
-0.083,0.696,-0.546,-9.827,-0.183,1.892
-0.343,0.623,-0.724,1.526,3.967,-11.597
-0.457,0.536,-0.794,29.114,0.549,-26.245
-0.491,0.497,-0.787,25.146,-4.150,-24.109
-0.495,0.529,-0.749,10.925,-8.362,-19.165
-0.483,0.617,-0.672,-12.207,-17.212,-11.780
-0.464,0.644,-0.653,-16.968,-15.320,-11.719
-0.462,0.648,-0.665,-21.240,-6.531,-15.320
-0.499,0.625,-0.762,-19.531,-9.338,-18.127
-0.529,0.633,-0.806,-21.240,-27.039,-19.470
-0.643,0.693,-0.817,-20.325,-38.940,-21.973
-0.755,0.729,-0.786,-2.747,-64.575,-37.354
-1.069,0.806,-0.746,7.080,-79.163,-50.659
-1.238,0.861,-0.795,5.005,-115.112,-93.201
-1.501,0.989,-0.997,-7.874,-140.503,-120.789
-1.650,1.057,-1.068,-45.105,-209.900,-176.025
-1.963,1.166,-1.099,-58.105,-251.221,-202.087
-2.094,1.190,-1.074,-66.467,-346.497,-244.751
-2.192,1.098,-1.016,-72.632,-401.123,-254.822
-2.164,1.022,-1.006,-109.436,-508.057,-260.315
-1.971,0.935,-0.982,-142.639,-560.059,-256.958
-1.833,0.917,-0.973,-229.248,-684.936,-234.558
-1.609,0.919,-0.778,-286.865,-757.263,-223.938
-1.695,0.942,-0.599,-349.243,-829.468,-215.576
-2.301,1.009,-0.038,-415.405,-967.773,-220.032
-2.843,1.083,0.393,-409.302,-1052.063,-246.277
-3.526,1.129,0.959,-337.891,-1247.314,-334.290
-4.000,0.708,3.070,-305.603,-1296.631,-354.126
-3.926,0.523,3.980,-442.566,-1078.796,-261.597
-2.042,0.590,4.000,-489.319,-799.988,-182.434
-1.347,0.405,3.644,-229.309,-288.147,-89.294
-1.125,-0.291,1.818,-76.294,-217.773,-55.298
-0.954,-0.203,1.736,-63.416,-333.557,14.587
-0.413,0.567,3.285,-109.741,-349.915,27.649
-0.174,0.739,3.539,-57.678,-158.936,-2.991
-0.077,0.213,2.348,10.559,-53.284,-28.198
-0.087,-0.088,1.781,67.444,19.836,-21.240
0.015,-0.106,1.397,53.711,17.456,8.179
0.091,0.040,1.278,35.889,18.616,36.377
0.129,0.152,1.117,14.771,38.086,58.594
0.125,0.304,0.887,4.639,40.833,58.105
0.127,0.390,0.902,-11.475,21.118,44.312
0.156,0.466,1.076,-12.268,8.057,31.555
0.147,0.438,1.129,-5.554,-1.526,7.141
0.112,0.312,1.107,-3.479,0.549,-1.038
0.091,0.248,1.065,-4.395,3.235,-4.700
0.097,0.197,1.050,-13.000,5.066,2.075
0.108,0.217,1.051,-19.409,6.531,6.897
0.115,0.247,1.039,-15.808,9.155,12.817
0.126,0.287,1.018,-9.216,9.521,14.038
0.130,0.292,1.013,-7.263,11.475,8.606
0.114,0.285,1.013,-12.756,13.000,4.517
0.096,0.265,1.013,-17.273,15.991,-0.183
0.068,0.187,0.958,-10.864,17.761,-0.610
0.066,0.159,0.914,-0.854,18.372,0.610
0.062,0.156,0.887,3.113,17.029,7.874
0.073,0.205,0.859,-1.343,17.334,10.925
0.089,0.230,0.839,4.089,10.376,10.864
0.097,0.238,0.844,9.766,3.418,8.484
0.100,0.228,0.883,-3.662,-3.662,3.418
0.103,0.225,0.939,-15.137,-2.502,0.916
0.093,0.226,0.943,-20.203,-1.526,-0.488
0.092,0.246,0.971,-19.836,-3.967,2.686
0.104,0.264,0.979,-17.151,-3.967,3.784
0.110,0.275,0.978,-1.648,-2.380,2.014
0.100,0.274,0.986,1.343,-1.892,1.587
0.099,0.270,0.987,-2.869,2.136,0.061
0.101,0.245,0.959,-0.854,4.150,-0.732
0.099,0.228,0.946,3.845,5.737,2.563
0.106,0.247,0.919,1.648,5.981,4.517
0.108,0.270,0.914,0.610,5.310,4.639
0.107,0.283,0.928,2.808,-0.427,2.747
0.106,0.272,0.973,1.892,-2.441,1.526
0.109,0.253,0.962,6.958,-2.014,-1.892
0.105,0.214,0.958,11.353,-1.831,-1.648
0.105,0.221,0.966,1.770,2.014,0.977
0.116,0.277,0.952,-4.944,3.662,1.038
0.118,0.280,0.946,-3.174,1.038,-2.502
0.107,0.239,0.972,-0.427,-1.160,-4.333
0.092,0.222,0.982,0.427,-2.319,-4.700
0.082,0.212,0.983,5.493,-1.465,-0.732
0.098,0.218,0.956,6.226,0.244,1.404
0.109,0.236,0.937,1.648,0.977,2.075
0.115,0.256,0.934,1.587,-0.183,0.916
0.109,0.250,0.945,0.061,-0.671,-1.648

-0.278,0.428,2.914,107.239,126.465,-13.306
-0.412,0.374,3.257,160.034,261.230,-13.489
-0.815,0.099,3.473,194.092,356.873,-1.038
-1.057,0.026,3.355,252.258,538.208,60.547
-1.406,0.099,2.866,271.790,610.474,95.337
-1.435,0.171,2.509,288.086,671.753,124.817
-1.342,0.255,1.804,309.998,754.517,162.292
-1.262,0.276,1.514,317.139,775.879,172.791
-1.197,0.262,1.254,344.482,793.640,196.289
-1.201,0.165,0.741,340.088,795.837,216.797
-1.258,0.167,0.503,256.165,798.950,265.625
-1.365,0.297,0.151,203.064,795.166,283.142
-1.398,0.400,0.047,141.052,769.409,281.738
-1.532,0.609,-0.145,142.517,750.183,266.357
-1.535,0.683,-0.295,165.894,723.816,245.911
-1.562,0.629,-0.556,228.638,639.587,207.947
-1.645,0.566,-0.585,233.032,590.576,200.745
-1.753,0.550,-0.564,181.458,498.413,215.088
-2.101,0.719,-0.464,145.569,453.247,223.145
-2.408,0.893,-0.471,72.571,385.315,212.769
-3.353,1.658,-1.534,37.842,342.957,192.749
-3.316,2.354,-2.695,-36.926,78.247,70.862
-1.892,1.607,-2.162,-37.598,6.287,7.812
-1.025,0.693,-1.349,-16.479,6.226,-47.668
0.567,-0.283,-0.250,-24.658,-48.706,-48.584
0.880,-0.454,0.186,-68.726,-41.626,-14.221
0.450,-0.244,0.639,-77.087,9.399,11.963
-0.045,0.043,0.413,-42.175,55.298,36.011
-0.494,0.385,-0.101,46.692,112.488,59.753
-0.980,1.402,-1.787,65.063,94.543,46.143
-1.011,1.597,-2.143,46.509,-29.236,-30.090
-0.724,0.715,-1.021,3.601,-39.368,-46.448
-0.493,0.353,-0.481,-54.687,-10.376,-19.714
-0.146,0.276,-0.280,-45.410,-6.531,-7.263
-0.077,0.345,-0.425,-12.634,11.108,-4.150
-0.173,0.424,-0.788,0.244,16.052,-4.822
-0.280,0.422,-0.903,27.161,9.705,-7.324
-0.578,0.519,-0.893,26.306,3.479,-7.141
-0.665,0.629,-0.815,17.517,-8.240,-8.972
-0.605,0.736,-0.770,10.193,-11.108,-12.512
-0.500,0.681,-0.827,-0.793,-13.489,-15.991
-0.376,0.520,-0.851,-24.292,-24.780,-13.916
-0.394,0.507,-0.783,-35.278,-31.982,-6.104
-0.450,0.553,-0.697,-42.358,-36.804,2.502
-0.630,0.703,-0.674,-35.889,-37.354,-4.639
-0.753,0.762,-0.780,-24.475,-53.772,-36.011
-1.045,0.834,-1.081,-27.527,-76.782,-52.551
-1.189,0.863,-1.203,-47.241,-156.433,-80.322
-1.447,1.040,-1.286,-59.265,-201.355,-99.304
-1.568,1.147,-1.264,-91.125,-294.434,-147.949
-1.772,1.187,-1.143,-104.187,-347.168,-173.401
-1.890,1.145,-1.055,-111.938,-445.557,-227.783
-2.070,0.966,-1.016,-120.544,-488.281,-251.099
-2.049,0.890,-1.082,-185.852,-581.299,-264.832
-1.813,0.900,-1.157,-242.126,-636.353,-253.601
-1.662,0.981,-1.116,-344.727,-746.643,-207.703
-1.589,1.086,-0.779,-375.732,-790.161,-184.937
-1.665,1.120,-0.497,-403.137,-823.364,-169.189
-2.118,1.159,0.218,-405.273,-884.155,-198.181
-2.561,1.005,0.669,-343.628,-946.838,-254.517
-3.055,0.696,1.254,-213.257,-1098.328,-344.604
-3.505,0.156,2.749,-247.864,-1105.713,-334.412
-3.177,0.152,3.528,-478.027,-870.850,-222.473
-1.744,0.343,4.000,-538.391,-654.907,-152.161
-1.218,0.328,3.642,-350.464,-248.962,-54.382
-0.930,0.090,1.838,-180.237,-160.217,-24.719
-0.843,0.073,1.328,-65.430,-225.647,5.188
-0.543,0.374,1.948,-115.356,-284.302,3.906
-0.471,0.501,2.493,-151.123,-257.446,-16.663
-0.308,0.441,2.641,-113.525,-187.805,-26.306
-0.246,0.261,2.378,-23.132,-78.674,-38.513
-0.092,-0.169,2.029,25.330,-53.345,-35.889
-0.060,-0.256,1.957,62.988,-31.555,-21.179
-0.011,-0.101,1.651,48.096,24.109,28.076
0.035,0.029,1.479,15.991,47.119,44.617
0.068,0.126,1.333,-9.216,64.331,48.767
0.105,0.206,1.115,2.258,61.157,44.250
0.107,0.207,1.037,24.963,48.462,34.546
0.089,0.205,0.946,25.879,43.518,32.104
0.107,0.233,0.925,20.142,28.320,29.114
0.153,0.245,0.946,22.644,15.503,22.888
0.153,0.212,0.991,21.851,3.357,13.855
0.139,0.168,1.044,4.700,-5.005,0.488
0.099,0.121,1.070,-6.836,-0.244,-0.549
0.091,0.124,1.038,-20.142,7.996,2.563
0.089,0.119,1.008,-18.188,6.897,3.052
0.084,0.103,1.021,-2.380,4.822,3.601
0.060,0.071,1.032,1.099,8.057,5.554
0.055,0.069,0.995,0.366,12.878,8.179
0.055,0.076,0.951,-2.136,18.982,13.550
0.077,0.120,0.889,-5.554,19.592,14.526
0.089,0.142,0.880,-10.376,14.404,8.789
0.081,0.128,0.881,-10.071,9.277,4.761
0.074,0.106,0.881,-9.094,1.465,0.366
0.069,0.104,0.908,-7.935,-1.038,0.671
0.069,0.122,0.927,-5.005,-3.174,2.441
0.080,0.131,0.927,-1.648,-4.333,2.380
0.083,0.112,0.941,3.479,-6.470,2.441
0.083,0.098,0.962,-1.892,-5.432,4.272
0.086,0.130,0.977,-14.038,-2.014,5.188
0.095,0.160,0.982,-22.522,1.831,5.066
0.103,0.190,0.981,-18.188,2.869,3.113
0.108,0.185,0.968,-3.113,-0.061,1.465
0.108,0.159,0.976,2.197,-1.892,1.892
0.104,0.154,0.975,-2.319,0.183,1.770
0.106,0.160,0.966,-3.540,1.343,2.441
0.109,0.161,0.970,-0.671,0.977,3.052
0.107,0.164,0.978,0.916,-0.427,0.854
0.090,0.175,0.983,-0.610,-0.610,-0.916
0.081,0.169,0.990,-0.427,-0.183,-4.761
0.078,0.121,0.981,-1.892,0.305,-6.653
0.079,0.099,0.973,-2.258,-2.380,-4.456
0.078,0.087,0.991,-0.671,-3.845,-1.404
0.078,0.105,0.994,-4.150,-2.930,2.625
0.081,0.159,0.996,-5.615,-1.953,3.296
0.086,0.173,1.000,-5.310,-1.221,2.869
0.085,0.167,0.996,-2.563,-0.488,-1.526
0.081,0.110,0.973,-1.221,-0.854,-2.625
0.077,0.097,0.977,-2.075,-0.854,1.831

-0.152,0.436,2.586,67.627,93.628,-19.287
-0.283,0.409,2.827,117.737,203.796,-33.997
-0.590,0.183,2.941,157.349,275.452,-29.968
-0.705,0.105,2.879,226.929,409.363,15.747
-0.847,0.111,2.781,248.779,462.524,41.382
-0.907,0.136,2.755,263.672,511.108,59.204
-1.028,0.165,2.610,278.137,621.887,72.266
-1.080,0.192,2.348,288.330,680.359,76.416
-1.145,0.219,1.946,329.956,761.414,102.661
-1.206,0.259,1.073,348.938,772.339,127.319
-1.229,0.279,0.703,357.056,756.836,196.167
-1.289,0.339,0.105,320.129,754.150,229.980
-1.315,0.422,-0.004,155.212,772.400,249.695
-1.368,0.768,-0.126,104.980,781.128,231.079
-1.318,0.882,-0.313,137.634,766.724,200.806
-1.252,0.880,-0.521,324.524,653.686,145.386
-1.191,0.571,-0.754,352.417,602.173,136.047
-1.213,0.440,-0.778,261.902,532.898,152.405
-1.363,0.353,-0.757,222.168,488.770,166.748
-1.511,0.371,-0.715,170.044,398.743,201.172
-1.921,0.578,-0.732,137.390,366.150,216.614
-2.171,0.804,-0.857,52.917,312.500,221.558
-2.574,1.451,-1.474,15.381,274.353,206.177
-2.414,1.875,-2.120,-1.099,220.764,175.720
-1.198,1.673,-2.274,18.921,53.650,45.349
-0.593,0.950,-1.660,8.118,0.244,-21.851
-0.116,0.262,-0.989,-16.785,-60.181,-84.290
0.284,-0.465,0.138,-25.330,-68.359,-66.833
0.227,-0.420,0.374,-44.617,7.996,15.869
-0.116,0.191,0.040,-35.950,56.274,52.063
-0.345,0.531,-0.370,-9.827,98.877,70.313
-0.744,1.082,-1.364,3.784,89.844,53.345
-0.838,1.167,-1.729,33.142,14.160,-11.169
-0.700,0.674,-1.276,22.766,-13.367,-31.006
-0.525,0.434,-0.836,-22.949,-25.940,-33.142
-0.210,0.302,-0.436,-34.119,-27.222,-25.146
-0.130,0.328,-0.439,-31.067,-20.752,-20.203
-0.203,0.396,-0.604,-9.583,3.418,-19.348
-0.308,0.401,-0.734,1.343,7.263,-18.982
-0.443,0.407,-0.862,2.075,-2.136,-14.587
-0.673,0.491,-1.012,-2.686,-10.071,-11.414
-0.708,0.549,-1.033,-6.470,-28.992,-11.169
-0.695,0.694,-1.010,-4.578,-40.833,-17.578
-0.685,0.753,-0.981,-4.822,-67.505,-40.466
-0.760,0.790,-0.942,-8.545,-81.543,-57.617
-0.836,0.778,-0.965,-13.794,-117.126,-99.609
-1.027,0.710,-1.116,-17.883,-144.653,-116.394
-1.109,0.676,-1.196,-36.316,-219.543,-133.362
-1.162,0.716,-1.292,-53.345,-262.085,-136.963
-1.159,0.819,-1.307,-92.163,-347.900,-146.057
-1.211,1.006,-1.263,-100.952,-389.404,-158.020
-1.252,1.009,-1.248,-94.604,-466.003,-200.928
-1.212,0.946,-1.226,-103.088,-492.371,-227.539
-1.198,0.891,-1.220,-131.714,-515.076,-253.052
-1.314,0.715,-1.135,-226.257,-587.219,-282.227
-1.411,0.627,-1.052,-275.330,-633.240,-277.588
-1.489,0.568,-0.918,-366.638,-709.045,-219.666
-1.542,0.715,-0.467,-413.757,-734.619,-174.927
-1.581,0.885,-0.111,-397.705,-769.775,-144.409
-1.882,0.793,0.808,-321.289,-817.322,-176.453
-2.091,0.528,1.249,-196.411,-916.931,-222.046
-2.060,0.229,2.119,-230.652,-893.249,-197.144
-1.925,0.285,2.541,-427.185,-725.830,-101.685
-1.351,0.478,3.206,-488.281,-616.028,-58.838
-1.010,0.555,3.181,-392.090,-368.469,6.470
-0.653,0.793,2.148,-303.833,-266.113,24.780
-0.639,0.891,1.595,-172.180,-223.938,9.094
-0.613,0.772,1.809,-142.822,-271.973,-15.320
-0.573,0.636,2.368,-117.859,-320.679,-48.340
-0.331,0.412,3.025,-99.426,-275.269,-51.514
-0.219,0.314,2.924,-78.186,-197.510,-49.133
-0.159,0.198,2.618,-23.315,-49.133,-35.095
-0.088,0.048,1.959,1.526,-6.348,-20.386
-0.053,0.093,1.715,15.808,37.537,13.000
0.052,0.224,1.301,17.090,53.589,21.362
0.086,0.257,1.128,-2.869,68.054,23.804
0.117,0.271,0.930,-16.541,63.538,21.423
0.122,0.282,0.906,-39.307,49.438,16.968
0.130,0.345,0.929,-40.161,43.762,17.822
0.140,0.371,0.941,-32.471,39.185,18.311
0.150,0.373,0.934,-4.395,30.823,12.878
0.160,0.315,0.919,4.700,26.855,11.292
0.172,0.290,0.923,-0.671,26.672,11.902
0.181,0.314,0.888,-8.179,27.344,12.939
0.180,0.336,0.875,-8.850,19.775,13.306
0.187,0.348,0.883,-3.357,13.733,10.010
0.175,0.317,0.885,13.916,1.953,0.732
0.143,0.229,0.897,15.076,-0.793,-2.136
0.136,0.220,0.906,7.751,-1.892,-2.319
0.131,0.231,0.919,-8.423,-1.526,0.000
0.126,0.250,0.919,-9.949,-0.916,-0.549
0.121,0.243,0.907,3.845,-4.761,-2.136
0.109,0.215,0.921,10.925,-7.263,-2.380
0.108,0.208,0.935,9.888,-7.812,0.000
0.103,0.196,0.921,5.859,-5.188,1.587
0.103,0.203,0.911,-4.944,1.038,6.226
0.119,0.277,0.906,-3.540,1.770,9.155
0.133,0.302,0.898,6.958,-0.061,9.888
0.141,0.297,0.886,26.733,-4.517,3.784
0.134,0.241,0.861,24.170,-4.456,0.549
0.127,0.230,0.872,3.235,-4.517,0.061
0.121,0.263,0.922,-4.578,-4.944,1.038
0.118,0.265,0.944,3.052,-7.202,0.183
0.113,0.251,0.973,8.606,-6.531,-0.305
0.116,0.247,0.958,10.071,-4.211,-0.305
0.119,0.238,0.933,5.371,-1.526,0.305
0.127,0.224,0.922,1.892,-2.136,1.648
0.127,0.245,0.939,-2.686,-4.700,6.226
0.132,0.296,0.965,-0.305,-5.493,6.714
0.137,0.299,0.969,6.531,-4.639,1.892
0.124,0.259,0.975,9.521,-4.517,-0.671
0.113,0.235,0.982,11.475,-4.761,-0.061
0.111,0.222,0.984,7.996,-3.357,2.136
0.118,0.238,0.973,1.892,-0.671,3.967
0.127,0.259,0.960,-4.639,2.319,4.211
0.132,0.295,0.965,-1.709,0.793,3.235
0.130,0.304,0.975,7.019,-1.587,0.305
0.121,0.270,0.953,10.803,-0.793,-1.953
0.115,0.233,0.942,9.827,-0.183,-2.869

-0.136,0.412,2.605,79.224,110.596,-9.521
-0.291,0.408,2.831,127.930,228.394,-8.301
-0.565,0.326,2.884,168.396,298.706,0.916
-0.642,0.288,2.737,245.789,416.443,39.795
-0.697,0.266,2.405,261.841,458.374,59.448
-0.703,0.261,2.272,263.245,495.972,73.303
-0.687,0.255,2.172,232.727,570.801,85.510
-0.658,0.269,1.850,215.515,606.079,86.975
-0.645,0.277,1.702,212.952,664.978,86.426
-0.670,0.210,1.450,226.807,689.575,85.266
-0.770,0.141,1.250,252.869,734.314,107.605
-1.031,0.157,0.671,242.554,750.854,130.981
-1.149,0.236,0.399,197.693,765.259,160.828
-1.355,0.380,0.125,181.519,768.738,160.461
-1.491,0.427,0.026,193.604,771.240,157.104
-1.564,0.463,-0.102,286.133,748.718,170.471
-1.647,0.509,-0.437,315.735,711.304,184.082
-1.684,0.558,-0.615,268.188,616.699,206.726
-1.766,0.745,-0.877,220.276,572.571,210.266
-1.875,0.811,-0.924,176.575,459.045,203.491
-2.342,0.995,-0.898,158.203,401.062,197.876
-2.634,1.149,-0.957,129.456,358.276,190.430
-2.871,1.696,-1.700,61.340,275.879,161.194
-2.466,1.964,-2.422,36.377,201.843,125.488
-1.796,1.789,-2.654,3.357,15.686,12.573
-0.157,0.578,-1.552,-23.132,-37.903,-26.550
0.367,0.117,-0.744,-81.909,-108.459,-57.068
0.498,-0.314,0.727,-98.938,-102.356,-48.645
0.321,-0.287,0.915,-26.184,16.235,-3.723
-0.145,0.113,0.085,24.414,76.355,23.010
-0.440,0.378,-0.580,51.331,118.652,62.195
-0.845,0.953,-1.725,42.175,101.257,63.904
-0.868,1.261,-1.992,40.466,58.899,40.649
-0.792,1.317,-1.781,30.701,-30.396,-36.987
-0.623,0.710,-0.752,-1.892,-39.856,-52.124
-0.504,0.436,-0.533,-29.480,-37.537,-54.932
-0.140,0.204,-0.595,-23.926,-37.476,-47.302
-0.006,0.190,-0.641,-18.250,-29.541,-16.968
-0.074,0.260,-0.591,-11.536,-18.372,-4.456
-0.185,0.344,-0.592,4.272,11.230,8.179
-0.395,0.554,-0.781,8.057,16.602,9.644
-0.455,0.645,-0.907,11.597,8.667,3.052
-0.457,0.732,-1.022,11.292,1.587,-4.333
-0.422,0.735,-0.968,5.127,-6.897,-11.963
-0.386,0.702,-0.887,-14.771,-18.555,-18.921
-0.369,0.587,-0.766,-20.264,-21.790,-21.240
-0.386,0.537,-0.758,-19.653,-25.574,-24.353
-0.467,0.516,-0.822,-17.273,-28.931,-24.902
-0.520,0.554,-0.852,-14.160,-42.236,-29.541
-0.660,0.671,-0.914,-15.137,-51.758,-35.034
-0.765,0.738,-0.962,-18.860,-82.642,-53.284
-1.030,0.841,-1.080,-18.982,-104.736,-68.054
-1.146,0.873,-1.139,-29.968,-163.635,-98.633
-1.269,1.005,-1.216,-45.471,-196.045,-111.877
-1.278,1.075,-1.251,-79.285,-261.230,-143.921
-1.282,1.115,-1.315,-95.032,-299.133,-163.574
-1.323,1.081,-1.308,-130.981,-388.367,-199.402
-1.468,1.015,-1.232,-151.794,-433.411,-205.811
-1.506,1.009,-1.202,-198.608,-509.216,-190.918
-1.414,1.036,-1.185,-227.478,-541.199,-182.373
-1.364,1.051,-1.139,-266.296,-576.294,-176.086
-1.448,1.058,-0.889,-363.281,-668.396,-166.016
-1.589,1.070,-0.698,-409.180,-719.971,-162.415
-1.773,1.103,-0.458,-463.135,-829.346,-154.358
-2.262,1.199,0.253,-446.289,-894.836,-167.541
-2.635,1.187,0.679,-371.643,-1036.987,-223.572
-3.438,0.938,1.750,-357.971,-1079.285,-237.610
-3.653,0.748,2.535,-404.602,-1021.423,-197.388
-2.938,0.445,3.962,-424.194,-885.559,-153.748
-2.155,0.358,4.000,-389.587,-485.962,-63.232
-1.244,0.252,2.963,-326.050,-318.420,-26.062
-1.081,0.261,2.345,-192.383,-220.764,33.813
-0.650,0.483,2.496,-156.555,-246.399,49.866
-0.431,0.603,2.952,-78.857,-221.130,40.771
-0.165,0.382,3.025,-6.897,-149.231,20.630
-0.134,0.083,2.563,67.627,-65.247,5.066
-0.102,-0.136,2.032,122.253,45.044,22.461
0.011,-0.083,1.333,99.304,60.242,46.936
0.067,0.072,1.107,40.710,52.063,77.515
0.160,0.350,0.880,23.926,38.269,73.975
0.167,0.364,0.870,16.113,1.953,40.222
0.111,0.237,0.957,9.827,-10.437,24.292
0.087,0.197,1.057,-10.010,-17.029,11.719
0.058,0.212,1.224,-10.254,-15.076,11.230
0.048,0.247,1.242,-5.493,-11.475,11.108
0.045,0.255,1.235,15.991,-4.211,5.432
0.034,0.154,1.172,25.513,-1.465,1.892
0.033,0.098,1.124,19.348,4.822,3.052
0.051,0.049,1.036,8.667,8.728,5.798
0.058,0.064,1.013,-8.118,12.817,15.198
0.072,0.168,0.969,-8.606,12.329,18.982
0.067,0.216,0.955,-4.456,10.437,18.250
0.057,0.216,0.967,11.414,6.409,4.822
0.028,0.112,0.984,17.090,7.935,-0.793
0.016,0.077,0.975,11.719,13.000,-2.075
0.017,0.049,0.964,9.399,12.878,0.305
0.023,0.039,0.958,8.667,10.681,8.423
0.043,0.115,0.919,2.014,9.949,13.123
0.047,0.150,0.898,-1.831,8.484,14.282
0.044,0.140,0.884,2.441,3.967,6.714
0.043,0.087,0.910,-1.160,3.723,3.296
0.048,0.084,0.951,-13.306,5.615,1.953
0.055,0.115,1.036,-13.367,4.761,3.601
0.055,0.132,1.047,-2.869,1.587,6.226
0.061,0.132,1.012,2.563,0.671,5.920
0.061,0.122,0.997,5.676,0.305,5.188
0.061,0.114,0.986,-0.305,3.540,3.540
0.051,0.099,0.972,-8.057,6.409,2.502
0.048,0.096,0.969,-15.869,7.996,2.869
