aX,aY,aZ,gX,gY,gZ
-0.634,0.373,-0.730,-0.488,-9.216,-19.653
-0.585,0.324,-0.756,-9.949,-12.024,-18.311
-0.625,0.342,-0.737,-12.390,-21.362,-20.386
-0.808,0.381,-0.703,-3.662,-26.917,-27.100
-0.922,0.381,-0.701,1.404,-41.992,-38.574
-1.181,0.422,-0.808,-0.977,-52.246,-44.006
-1.324,0.450,-0.930,-12.085,-89.966,-62.500
-1.473,0.581,-1.299,-14.404,-124.756,-72.144
-1.484,0.657,-1.400,-7.324,-218.750,-97.595
-1.623,0.740,-1.317,-8.362,-264.526,-115.723
-1.721,0.738,-1.221,-9.766,-345.398,-161.804
-1.835,0.666,-1.106,-13.733,-383.972,-186.340
-1.792,0.626,-1.112,-34.485,-455.261,-232.056
-1.610,0.571,-1.188,-56.030,-491.272,-249.512
-1.515,0.538,-1.212,-85.022,-531.067,-259.216
-1.334,0.482,-1.087,-155.334,-618.591,-243.652
-1.286,0.458,-0.925,-182.373,-658.264,-222.046
-1.272,0.423,-0.742,-208.557,-702.576,-162.659
-1.274,0.364,-0.250,-222.412,-702.087,-128.113
-1.210,0.380,0.029,-263.550,-711.365,-83.008
-1.329,0.267,0.492,-238.342,-770.813,-104.919
-1.516,0.121,0.667,-142.456,-924.927,-175.598
-1.919,-0.046,1.280,-170.959,-948.608,-152.222
-2.094,0.010,1.788,-303.406,-906.616,-54.565
-1.779,0.449,2.812,-352.173,-824.463,-10.071
-1.353,0.670,3.008,-281.921,-559.753,22.095
-0.744,0.516,2.631,-189.453,-437.622,8.850
-0.628,0.255,2.316,-106.018,-304.871,4.211
-0.421,0.184,2.030,-130.554,-278.259,24.353
-0.298,0.414,2.114,-162.354,-258.484,45.288
-0.178,0.601,2.211,-136.047,-197.021,45.288
-0.031,0.490,2.099,-87.280,-156.250,32.043
0.025,0.380,1.946,-38.879,-84.839,29.114
0.109,0.371,1.594,-41.443,-60.181,34.851
0.127,0.372,1.438,-23.071,-31.799,37.109
0.164,0.301,1.189,-9.888,-23.132,36.072
0.174,0.293,1.106,-4.761,-18.860,35.095
0.145,0.372,1.067,-5.859,-22.522,34.180
0.117,0.425,1.082,-5.432,-26.978,32.959
0.087,0.465,1.110,4.272,-30.701,27.344
0.085,0.430,1.110,15.564,-29.053,23.315
0.090,0.385,1.100,30.518,-21.240,18.311
0.115,0.313,1.055,27.527,-18.005,17.212
0.111,0.308,1.038,1.587,-20.569,20.630
0.088,0.413,1.111,-8.789,-22.278,22.217
0.077,0.444,1.155,-5.676,-13.184,17.212
0.078,0.424,1.122,0.671,-5.371,13.184
0.078,0.377,1.067,6.348,1.160,9.033
0.079,0.311,1.006,13.000,7.996,5.249
0.079,0.269,0.929,10.254,8.728,7.751
0.080,0.300,0.910,9.705,9.094,12.634
0.086,0.323,0.901,14.587,9.338,12.146
0.095,0.317,0.882,15.808,5.920,7.751
0.095,0.307,0.848,12.756,2.075,4.944
0.092,0.293,0.850,9.094,-1.770,2.808
0.087,0.270,0.863,0.244,-6.531,1.648
0.075,0.215,0.889,-1.953,-7.263,2.747
0.072,0.218,0.891,-6.592,-8.301,10.132
0.091,0.324,0.889,-7.385,-9.583,13.245
0.100,0.355,0.895,0.366,-14.954,8.728
0.090,0.316,0.940,0.854,-17.334,4.456
0.077,0.288,0.973,-8.972,-15.503,-0.305
0.053,0.266,0.990,-12.512,-11.108,-0.793
0.054,0.245,0.965,-11.658,-6.287,0.244
0.060,0.244,0.956,-8.118,-2.686,6.836
0.064,0.273,0.948,-7.080,-2.319,9.094
0.067,0.277,0.904,-13.367,-4.456,9.583

-0.204,0.700,2.060,60.791,142.334,-33.752
-0.243,0.659,2.213,112.061,248.108,-37.537
-0.380,0.514,2.229,132.935,301.941,-31.799
-0.488,0.487,2.198,139.587,401.428,-8.301
-0.621,0.501,2.239,134.827,456.665,0.916
-0.674,0.459,2.185,118.225,573.181,10.803
-0.721,0.465,1.933,98.328,617.310,14.160
-0.695,0.485,1.877,87.524,649.048,13.489
-0.623,0.478,1.870,107.910,706.970,5.737
-0.519,0.371,1.603,109.070,737.122,2.808
-0.535,0.278,1.323,76.355,784.485,3.479
-0.552,0.036,0.575,53.955,793.335,9.583
-0.605,-0.062,0.195,31.738,765.442,52.307
-0.746,-0.075,-0.334,29.541,745.605,85.693
-0.773,-0.025,-0.480,19.470,712.219,120.850
-0.698,0.154,-0.449,29.480,694.580,121.399
-0.674,0.198,-0.417,47.607,674.927,126.282
-0.733,0.199,-0.468,55.786,626.953,132.996
-0.978,0.164,-0.703,55.176,597.534,128.723
-1.077,0.132,-0.715,62.561,530.029,131.348
-1.320,0.070,-0.535,52.551,491.882,138.489
-1.529,0.078,-0.469,8.179,418.884,146.118
-1.883,0.172,-0.473,-7.568,389.954,139.954
-2.069,0.208,-0.554,-1.526,340.942,111.816
-2.495,0.322,-1.113,4.395,309.021,92.346
-2.690,0.516,-1.911,20.630,252.930,65.430
-1.812,0.649,-1.962,91.248,43.701,-7.324
-1.173,0.377,-1.066,32.837,-22.461,-14.404
-0.655,0.062,-0.269,-99.121,-24.170,13.000
0.032,-0.156,0.167,-72.327,-3.052,19.592
0.028,0.033,-0.106,14.404,54.077,23.499
-0.587,0.615,-1.116,47.180,63.293,12.756
-0.873,0.653,-1.328,61.951,15.869,-24.719
-0.976,0.338,-0.812,32.043,-6.714,-29.236
-0.871,0.268,-0.561,-24.170,-10.376,-7.874
-0.566,0.374,-0.601,-30.273,-4.456,1.892
-0.470,0.406,-0.731,-24.597,-0.549,3.418
-0.490,0.345,-0.827,-21.362,-1.648,-0.061
-0.565,0.309,-0.812,-17.944,-2.014,-2.991
-0.624,0.296,-0.802,-11.841,0.977,-5.737
-0.645,0.314,-0.790,-10.071,2.991,-5.981
-0.622,0.324,-0.774,-7.141,6.653,-4.700
-0.566,0.362,-0.746,-6.653,8.057,-3.601
-0.562,0.378,-0.742,-3.174,8.911,-2.991
-0.579,0.370,-0.746,-0.610,8.362,-3.906
-0.580,0.351,-0.743,0.549,6.836,-3.784
-0.569,0.331,-0.741,0.610,5.676,-2.747
-0.565,0.329,-0.728,5.005,1.099,-0.183
-0.534,0.336,-0.689,3.906,0.610,1.831
-0.508,0.350,-0.686,-0.610,1.160,3.052
-0.498,0.351,-0.695,-5.005,1.038,-1.282
-0.495,0.335,-0.732,-6.470,0.549,-3.540
-0.497,0.321,-0.766,-9.216,-4.211,-5.005
-0.561,0.314,-0.749,-5.798,-9.094,-7.141
-0.584,0.337,-0.708,7.263,-13.000,-10.315
-0.641,0.389,-0.685,6.409,-11.353,-8.484
-0.655,0.390,-0.720,-4.456,-6.226,-6.531
-0.640,0.358,-0.765,-7.996,-5.798,-8.118
-0.628,0.327,-0.767,-9.338,-9.827,-11.963
-0.632,0.263,-0.807,-10.071,-14.343,-11.169
-0.622,0.257,-0.814,-10.132,-22.583,-6.104
-0.599,0.303,-0.770,-11.169,-24.536,-4.272
-0.625,0.335,-0.752,-12.207,-26.794,-8.850
-0.813,0.387,-0.793,-10.803,-29.724,-14.099
-0.974,0.394,-0.828,-3.479,-45.715,-25.085
-1.255,0.411,-1.046,6.104,-62.134,-30.579
-1.306,0.458,-1.201,13.611,-120.422,-42.419
-1.268,0.577,-1.318,9.216,-154.358,-50.415
-1.213,0.608,-1.263,3.113,-185.425,-60.547
-1.154,0.559,-1.099,-11.719,-236.511,-88.867
-1.103,0.494,-1.059,-17.395,-261.597,-105.225
-1.040,0.424,-1.052,-28.015,-316.528,-127.075
-0.850,0.316,-1.075,-38.574,-348.022,-127.319
-0.739,0.292,-1.097,-65.979,-421.814,-105.530
-0.514,0.283,-1.118,-66.589,-451.477,-92.896
-0.416,0.292,-1.081,-63.293,-490.112,-80.078
-0.351,0.281,-0.906,-66.895,-504.639,-69.458
-0.359,0.234,-0.781,-58.289,-504.822,-42.664
-0.329,0.133,-0.603,-54.626,-489.502,-34.424
-0.336,0.124,-0.613,-83.496,-475.098,-18.982
-0.376,0.161,-0.817,-100.830,-485.718,-4.150
-0.364,0.178,-0.949,-102.051,-533.325,25.269
-0.398,0.229,-1.080,-88.623,-562.805,33.630
-0.461,0.280,-1.029,-59.448,-619.873,44.861
-0.801,0.374,-0.721,-51.086,-651.977,46.387
-1.050,0.400,-0.461,-36.804,-723.206,47.607
-1.566,0.368,0.308,-27.222,-753.784,42.053
-1.749,0.319,0.715,12.634,-781.677,-4.150
-1.805,0.241,1.309,9.766,-749.268,-24.597
-1.802,0.138,1.511,-15.625,-701.233,-34.241
-1.728,0.073,1.958,-86.731,-614.563,-20.142
-1.567,0.218,2.164,-119.568,-566.833,-0.061
-1.348,0.407,2.304,-117.493,-445.129,24.048
-0.936,0.610,2.515,-73.059,-386.719,24.597
-0.754,0.584,2.675,26.733,-282.471,13.367
-0.382,0.297,2.882,47.974,-222.595,7.263
-0.228,0.167,2.733,3.357,-77.881,18.433
-0.045,0.181,1.807,-42.786,-17.456,33.691
-0.011,0.378,1.368,-100.220,21.240,57.495
-0.021,0.778,0.885,-82.703,11.963,55.359
-0.039,0.813,0.822,2.136,-19.409,22.827
-0.090,0.591,1.024,34.424,-29.297,4.089
-0.122,0.454,1.155,49.438,-31.189,-8.118
-0.142,0.373,1.237,41.321,-17.761,-7.935
-0.123,0.382,1.236,26.489,-7.141,-1.099
-0.097,0.444,1.195,-14.038,8.362,11.902
-0.038,0.585,1.106,-25.208,12.207,14.526
-0.015,0.605,1.055,-22.400,12.390,10.376
0.002,0.596,1.014,-19.897,9.155,5.859
-0.004,0.575,1.036,-14.160,8.057,-4.211
-0.021,0.527,1.061,-8.240,11.841,-7.324
-0.024,0.492,1.041,-1.343,17.090,-9.277
-0.018,0.411,0.975,6.409,25.513,-11.475
-0.017,0.375,0.948,7.629,27.649,-11.780
-0.020,0.338,0.908,1.526,27.771,-7.263
-0.012,0.337,0.842,-6.897,25.269,-2.808
-0.005,0.366,0.839,-11.841,19.409,1.404
0.015,0.364,0.824,-7.690,17.822,0.549
0.022,0.344,0.808,-0.854,14.526,-1.038

-0.169,0.671,1.719,70.251,192.444,-56.885
-0.213,0.637,1.788,113.892,256.531,-62.317
-0.334,0.584,2.018,124.023,295.471,-61.707
-0.389,0.597,2.115,130.005,401.550,-63.721
-0.414,0.643,1.997,135.437,459.656,-68.481
-0.407,0.668,1.839,136.536,509.033,-76.416
-0.365,0.618,1.510,146.179,569.946,-101.990
-0.300,0.505,1.348,171.143,581.848,-114.685
-0.195,0.336,1.182,228.699,576.233,-120.056
-0.040,-0.052,0.836,243.530,568.604,-104.431
-0.020,-0.223,0.695,223.511,572.021,-41.382
0.002,-0.311,0.433,187.256,578.796,-3.906
0.031,-0.264,0.298,138.977,583.252,64.392
-0.013,-0.170,0.177,127.747,578.247,92.529
-0.105,-0.137,0.158,105.774,576.843,142.151
-0.362,-0.044,-0.071,94.849,578.552,165.344
-0.506,0.052,-0.227,83.496,576.721,185.852
-0.577,0.184,-0.358,80.750,566.467,190.918
-0.682,0.401,-0.538,87.219,555.603,181.519
-0.778,0.459,-0.559,93.140,521.484,167.786
-0.956,0.459,-0.606,103.027,503.784,155.640
-1.022,0.427,-0.671,114.990,464.539,140.442
-1.138,0.403,-0.785,106.262,437.622,138.916
-1.213,0.414,-0.813,69.275,377.380,126.709
-1.322,0.515,-0.877,51.270,348.755,115.845
-1.353,0.544,-0.889,40.466,320.251,104.248
-1.393,0.533,-0.896,32.166,258.972,76.111
-1.462,0.466,-0.983,30.823,226.868,63.049
-1.450,0.459,-1.029,27.649,158.997,51.147
-1.333,0.472,-1.136,23.621,126.404,45.898
-1.220,0.484,-1.157,11.780,65.369,26.917
-0.891,0.489,-1.008,3.662,38.635,20.874
-0.716,0.459,-0.870,-15.564,8.057,16.846
-0.507,0.321,-0.602,-20.264,5.432,15.747
-0.486,0.266,-0.527,-22.217,12.512,14.893
-0.512,0.251,-0.528,-16.479,32.898,19.897
-0.632,0.368,-0.756,-6.775,35.034,18.921
-0.688,0.469,-0.914,4.944,22.583,-0.305
-0.769,0.536,-0.978,0.244,9.399,-8.911
-0.774,0.474,-0.852,-20.020,-3.845,-10.010
-0.700,0.345,-0.678,-23.987,-0.977,-7.996
-0.621,0.327,-0.700,-17.395,7.385,-5.005
-0.491,0.373,-0.770,-14.221,8.484,-3.113
-0.478,0.403,-0.760,-11.902,8.057,0.000
-0.516,0.419,-0.734,-8.057,6.836,-0.183
-0.547,0.409,-0.734,-3.357,5.615,-2.319
-0.597,0.389,-0.729,1.587,5.920,-7.324
-0.596,0.389,-0.723,2.319,6.348,-8.240
-0.585,0.394,-0.722,3.296,5.859,-6.042
-0.565,0.410,-0.732,6.714,5.554,-3.845
-0.550,0.393,-0.732,6.165,-0.244,-4.639
-0.532,0.376,-0.703,3.235,-1.953,-8.850
-0.523,0.373,-0.704,5.432,-4.639,-8.606
-0.531,0.383,-0.716,3.479,-4.211,-6.836
-0.548,0.397,-0.716,-3.723,-5.066,-5.127
-0.590,0.412,-0.706,-5.310,-7.507,-6.042
-0.605,0.409,-0.710,-7.812,-9.766,-8.911
-0.620,0.393,-0.750,-7.751,-10.254,-10.620
-0.625,0.374,-0.771,-3.845,-15.381,-11.841
-0.654,0.339,-0.791,-5.737,-21.301,-10.437
-0.676,0.348,-0.800,-3.906,-35.583,-7.690
-0.718,0.396,-0.806,0.610,-42.603,-7.507
-0.721,0.432,-0.837,4.211,-48.645,-9.277
-0.739,0.500,-0.932,13.123,-60.913,-24.536
-0.748,0.507,-0.950,19.043,-69.885,-37.109
-0.755,0.492,-0.940,19.165,-99.182,-53.284
-0.763,0.443,-0.871,10.742,-115.295,-54.993
-0.746,0.433,-0.838,-4.944,-132.935,-52.673
-0.692,0.453,-0.800,-11.597,-139.832,-49.316
-0.729,0.500,-0.770,-21.240,-157.104,-54.993
-0.938,0.565,-0.752,-16.846,-165.161,-67.566
-1.037,0.569,-0.803,-10.925,-187.256,-101.440
-1.157,0.573,-0.981,-13.306,-206.482,-118.530
-1.209,0.584,-1.069,-17.212,-253.357,-148.132
-1.401,0.665,-1.264,-20.813,-282.227,-162.048
-1.501,0.711,-1.436,-35.461,-371.887,-190.186
-1.621,0.691,-1.746,-50.720,-431.885,-201.965
-1.648,0.601,-1.811,-94.849,-558.044,-202.515
-1.634,0.398,-1.787,-134.766,-624.329,-183.594
-1.615,0.396,-1.679,-187.988,-695.801,-150.940
-1.762,0.586,-1.208,-278.198,-844.177,-71.960
-2.011,0.694,-0.883,-297.180,-907.654,-44.739
-2.318,0.759,-0.545,-267.822,-998.230,-22.278
-3.140,0.684,0.228,-216.980,-1065.918,-29.358
-3.781,0.616,0.918,-80.078,-1281.372,-115.234
-4.000,0.420,3.143,-49.622,-1283.447,-128.967
-3.615,0.334,3.977,-84.595,-925.232,-105.225
-1.818,0.110,3.987,-122.559,-649.292,-95.825
-1.217,-0.137,3.326,-162.415,-267.883,-47.546
-0.746,-0.142,2.137,-163.025,-228.821,0.671
-0.616,0.275,2.260,-156.128,-245.544,68.359
-0.325,0.932,2.652,-122.803,-208.130,61.340
-0.220,0.850,2.419,-47.302,-84.229,3.601
-0.112,0.314,1.756,-24.170,-47.302,-13.794
-0.052,0.110,1.580,-7.568,-20.447,0.366
0.087,0.115,1.320,-15.381,-9.583,19.653
0.108,0.254,1.160,-26.611,1.038,36.072
0.090,0.400,1.003,-29.968,3.357,43.152
0.053,0.570,0.928,-16.418,-5.310,33.264
0.018,0.570,1.037,13.489,-19.775,8.301
-0.029,0.439,1.185,20.752,-18.738,1.465
-0.029,0.378,1.159,16.846,-9.338,4.333
0.002,0.323,1.071,5.127,-5.981,8.301
0.021,0.319,1.041,-35.400,-5.859,15.564
0.031,0.387,1.010,-53.101,-7.629,18.066
0.028,0.426,0.997,-60.120,-8.301,18.738
0.028,0.420,0.964,-40.344,-5.432,16.479
0.023,0.401,0.972,-29.480,-3.723,15.991
0.015,0.391,0.985,-32.532,-0.732,16.174
0.004,0.371,0.992,-35.034,1.038,15.076
-0.001,0.366,0.984,-33.508,5.127,13.489
-0.005,0.407,0.970,-30.090,6.592,13.611
-0.007,0.432,0.965,-12.207,8.667,11.841
0.015,0.409,0.914,-2.075,9.583,8.850
0.027,0.370,0.870,0.671,7.996,4.395
0.028,0.348,0.851,-2.441,5.859,3.967
0.022,0.353,0.863,-4.944,4.028,3.479
0.019,0.359,0.883,-4.028,1.526,3.662
0.016,0.372,0.917,-1.831,1.709,3.906

-0.208,0.782,1.810,5.249,147.705,-46.265
-0.245,0.728,1.820,63.416,216.003,-67.688
-0.330,0.644,1.976,78.430,247.498,-71.228
-0.358,0.653,2.043,74.463,314.148,-70.862
-0.378,0.688,1.924,63.904,349.182,-69.336
-0.368,0.691,1.741,47.180,411.926,-70.251
-0.236,0.671,1.342,55.725,434.204,-78.247
-0.161,0.633,1.246,65.125,446.533,-90.088
-0.134,0.602,1.207,90.820,458.496,-113.770
-0.127,0.475,1.203,145.996,477.661,-122.803
-0.116,0.329,1.125,237.793,533.936,-112.000
-0.093,0.091,0.928,242.187,553.894,-90.149
-0.073,0.045,0.873,168.335,588.257,-39.490
-0.114,-0.006,0.515,120.544,604.187,-21.118
-0.133,-0.102,0.281,85.083,612.854,4.456
-0.218,-0.244,-0.089,78.064,604.370,26.917
-0.298,-0.228,-0.170,62.317,591.370,55.542
-0.384,-0.155,-0.270,19.043,567.444,102.661
-0.493,-0.014,-0.457,15.259,555.054,111.938
-0.539,0.023,-0.563,27.527,528.381,118.958
-0.582,0.132,-0.749,46.570,512.146,116.638
-0.558,0.177,-0.818,82.947,467.834,105.835
-0.637,0.214,-0.901,90.332,440.186,96.375
-0.733,0.211,-0.896,103.455,382.690,65.308
-0.849,0.177,-0.866,107.788,356.873,57.251
-0.915,0.171,-0.844,99.121,334.900,59.143
-1.024,0.213,-0.796,54.260,306.702,80.383
-1.059,0.254,-0.834,37.170,298.218,86.548
-1.088,0.319,-0.930,22.400,263.000,73.303
-1.207,0.407,-1.148,36.621,233.459,63.171
-1.271,0.423,-1.212,62.073,175.171,49.316
-1.275,0.529,-1.295,47.607,153.564,42.725
-1.192,0.574,-1.346,19.104,119.080,19.104
-0.860,0.461,-1.421,13.184,100.403,6.653
-0.665,0.361,-1.351,-0.854,79.407,-0.854
-0.441,0.284,-0.952,-51.514,39.795,3.113
-0.435,0.290,-0.684,-53.955,29.297,10.620
-0.471,0.281,-0.451,-21.851,50.171,14.832
-0.540,0.319,-0.426,-14.832,69.153,15.869
-0.603,0.366,-0.603,-16.052,75.806,5.432
-0.743,0.364,-1.030,-12.634,66.833,-6.104
-0.747,0.336,-1.205,-1.770,33.020,-16.113
-0.646,0.339,-1.148,0.122,17.700,-12.573
-0.613,0.350,-0.920,-13.916,9.644,-5.432
-0.547,0.355,-0.609,-18.066,14.221,-3.845
-0.481,0.350,-0.630,-12.329,22.644,-5.920
-0.458,0.306,-0.806,-9.338,20.935,-8.423
-0.483,0.297,-0.847,-5.981,15.930,-9.644
-0.552,0.336,-0.791,3.113,5.310,-5.920
-0.569,0.376,-0.763,3.601,4.089,-3.540
-0.581,0.396,-0.769,-4.944,6.775,-5.005
-0.567,0.349,-0.799,-8.301,7.080,-7.629
-0.529,0.320,-0.798,-10.803,6.653,-11.047
-0.448,0.285,-0.760,-10.559,7.202,-10.986
-0.447,0.275,-0.734,-17.151,10.620,-6.165
-0.458,0.306,-0.765,-18.982,13.000,-5.615
-0.499,0.305,-0.787,-9.277,6.470,-10.376
-0.593,0.314,-0.792,-4.211,2.319,-13.123
-0.622,0.337,-0.791,2.319,1.038,-8.911
-0.668,0.345,-0.807,-0.671,0.610,-6.714
-0.681,0.329,-0.806,-11.353,-4.944,-4.517
-0.676,0.344,-0.800,-15.137,-8.728,-2.258
-0.694,0.360,-0.823,-13.733,-12.085,-2.319
-0.870,0.381,-0.908,-2.380,-25.330,-10.376
-1.054,0.390,-0.974,2.258,-38.818,-16.846
-1.276,0.399,-1.075,8.789,-84.656,-35.034
-1.712,0.390,-1.352,10.254,-120.300,-45.471
-1.904,0.398,-1.463,2.808,-217.895,-62.073
-2.142,0.525,-1.514,-2.136,-276.062,-67.688
-2.222,0.621,-1.456,-13.550,-400.757,-90.637
-2.461,0.697,-1.327,-19.836,-460.632,-118.164
-2.613,0.583,-1.276,-7.751,-576.477,-191.650
-2.858,-0.058,-1.228,9.399,-647.644,-215.332
-2.873,-0.441,-1.249,4.089,-809.997,-183.350
-2.623,-0.581,-1.178,-62.805,-879.333,-121.094
-2.495,-0.250,-1.096,-303.223,-984.741,65.918
-2.672,0.786,-0.699,-394.775,-1023.621,158.936
-3.112,1.210,-0.397,-328.125,-1105.896,257.874
-4.000,1.273,1.092,-156.128,-1176.636,246.521
-4.000,1.080,2.194,130.310,-1344.543,112.427
-3.652,1.256,4.000,117.432,-1244.080,42.236
-2.750,1.274,4.000,52.979,-985.229,-28.748
-1.781,0.937,3.992,37.109,-381.103,-149.414
-0.858,-0.245,2.418,72.571,-229.492,-151.489
-0.649,-0.570,1.727,42.847,-257.385,-52.429
-0.492,-0.119,2.283,-34.851,-317.017,5.493
-0.441,0.292,2.735,-87.769,-269.409,44.495
-0.235,0.553,2.492,-63.904,-184.631,33.813
-0.149,0.496,2.021,-55.237,-68.726,20.447
-0.046,0.437,1.478,-63.293,-56.274,23.743
0.015,0.454,1.414,-54.199,-52.917,28.015
0.081,0.431,1.340,-43.701,-44.434,26.489
0.037,0.451,1.237,-50.110,-18.066,25.146
0.009,0.595,1.083,-31.799,-8.423,21.423
-0.016,0.628,1.116,4.028,-3.723,16.296
-0.022,0.613,1.177,48.340,1.282,6.958
-0.008,0.518,1.162,42.847,4.272,4.395
-0.003,0.473,1.128,21.240,9.705,2.869
0.009,0.409,1.054,10.559,11.353,3.296
0.019,0.386,1.019,-9.460,11.169,5.127
0.034,0.381,1.005,-18.494,11.169,5.981
0.027,0.390,1.017,-33.142,17.273,6.836
0.018,0.467,1.001,-36.438,22.888,8.545
0.031,0.505,0.969,-30.945,27.466,9.094
0.043,0.507,0.937,-6.409,27.222,5.249
0.048,0.448,0.915,0.183,25.146,3.357
0.055,0.411,0.902,3.235,24.109,-0.610
0.055,0.387,0.872,8.545,23.193,-0.488
0.057,0.387,0.887,22.766,21.667,0.671
0.076,0.344,0.882,23.010,21.484,0.305
0.087,0.312,0.867,10.803,21.484,0.732
0.111,0.319,0.807,-2.380,20.691,3.052
0.112,0.359,0.759,-13.855,16.968,5.859
0.108,0.401,0.743,-10.864,-0.488,7.263
0.091,0.417,0.807,-2.808,-8.789,5.127
0.088,0.379,0.847,9.521,-12.695,-1.404
0.095,0.309,0.871,10.681,-9.888,-2.686
0.104,0.313,0.860,1.953,-6.409,0.000
0.104,0.365,0.852,-3.662,-8.667,1.465

-0.138,0.825,1.952,51.941,198.669,-47.058
-0.194,0.822,2.047,75.195,275.696,-64.880
-0.316,0.689,1.995,96.436,322.144,-69.824
-0.305,0.577,1.885,153.259,414.490,-64.819
-0.179,0.400,1.660,159.546,448.730,-51.575
-0.152,0.403,1.590,90.088,497.864,-24.414
-0.204,0.508,1.442,51.636,518.738,-23.865
-0.208,0.506,1.339,40.588,540.222,-29.663
-0.171,0.476,1.213,45.166,580.139,-35.522
-0.103,0.403,0.907,39.795,593.689,-37.964
-0.096,0.322,0.772,52.673,612.000,-48.401
-0.134,0.059,0.360,61.829,618.896,-43.335
-0.184,-0.048,0.110,40.771,612.793,-0.061
-0.223,-0.106,-0.198,17.883,598.022,23.682
-0.218,-0.066,-0.284,-16.541,560.791,67.627
-0.304,0.051,-0.449,-23.193,541.077,82.336
-0.366,0.105,-0.534,-12.146,507.874,84.961
-0.376,0.198,-0.677,1.831,493.286,78.979
-0.385,0.205,-0.736,11.230,475.220,76.538
-0.436,0.192,-0.794,9.033,426.270,76.172
-0.533,0.142,-0.844,10.803,400.269,72.998
-0.560,0.135,-0.858,4.211,350.952,72.449
-0.684,0.111,-0.822,-1.099,327.026,77.271
-0.768,0.095,-0.784,-15.381,290.527,91.309
-0.875,0.194,-0.757,-31.372,279.907,95.032
-0.885,0.285,-0.800,-62.256,263.184,78.064
-0.929,0.372,-0.929,-63.843,251.282,57.983
-0.961,0.342,-0.957,-49.072,223.206,14.221
-1.002,0.172,-1.001,-46.265,208.496,-1.587
-1.013,0.078,-1.028,-47.668,192.932,-9.827
-0.991,0.001,-1.078,-59.692,160.706,-5.859
-0.947,0.036,-1.090,-67.810,145.691,2.075
-0.900,0.100,-1.107,-70.740,116.455,12.146
-0.857,0.197,-1.054,-52.612,101.196,9.216
-0.852,0.179,-0.991,-5.859,78.125,-7.446
-0.775,0.099,-0.954,0.793,70.068,-13.428
-0.764,0.094,-0.942,-11.902,55.298,-14.771
-0.732,0.086,-0.945,-20.813,47.424,-13.550
-0.701,0.069,-0.950,-29.358,28.992,-12.756
-0.706,0.063,-0.916,-24.353,21.545,-13.428
-0.668,0.101,-0.902,3.906,17.639,-12.817
-0.564,0.173,-0.875,14.832,17.761,-12.878
-0.536,0.191,-0.849,17.456,17.517,-13.855
-0.552,0.199,-0.802,15.320,16.052,-16.418
-0.565,0.205,-0.796,14.282,15.625,-16.663
-0.569,0.221,-0.795,6.775,15.503,-14.221
-0.587,0.215,-0.808,2.380,14.954,-12.817
-0.591,0.208,-0.812,-6.409,13.367,-10.193
-0.589,0.219,-0.806,-9.399,12.024,-8.850
-0.599,0.217,-0.807,-3.601,7.935,-7.996
-0.578,0.193,-0.815,4.395,6.165,-8.423
-0.556,0.189,-0.812,12.146,4.089,-7.263
-0.541,0.203,-0.771,11.780,3.540,-5.859
-0.544,0.206,-0.762,9.521,2.747,-8.240
-0.573,0.211,-0.779,6.958,2.563,-11.047
-0.592,0.218,-0.792,1.221,2.441,-12.817
-0.646,0.223,-0.782,-1.099,0.732,-16.785
-0.686,0.215,-0.781,2.319,-1.526,-17.822
-0.729,0.211,-0.799,6.409,-6.042,-17.151
-0.942,0.247,-0.858,10.559,-12.268,-18.982
-1.184,0.249,-0.892,26.733,-40.283,-30.396
-1.855,0.202,-1.172,33.752,-63.599,-37.537
-2.167,0.227,-1.418,38.574,-147.156,-60.852
-2.546,0.319,-1.833,37.476,-218.201,-73.608
-2.579,0.387,-1.904,21.362,-396.606,-88.013
-2.589,0.497,-1.741,13.367,-483.643,-87.341
-2.612,0.457,-1.609,3.662,-636.108,-95.764
-2.509,0.317,-1.476,-17.822,-696.777,-106.384
-2.420,0.304,-1.491,-120.972,-822.510,-85.937
-2.414,0.390,-1.446,-187.683,-897.827,-50.415
-2.597,0.453,-1.271,-258.423,-1039.368,16.785
-3.238,0.616,-0.578,-236.572,-1092.407,38.208
-3.565,0.707,-0.038,-170.837,-1142.151,46.814
-4.000,0.569,1.561,19.836,-1247.009,-2.441
-3.806,0.351,2.426,77.026,-1220.459,-42.542
-3.289,0.091,3.090,50.598,-926.453,-89.783
-1.901,-0.236,3.469,-29.541,-729.187,-87.341
-1.411,-0.233,3.058,-214.844,-411.194,-22.827
-1.005,0.064,1.953,-244.873,-340.027,22.156
-0.930,0.282,1.794,-162.720,-339.783,82.275
-0.729,0.704,2.305,-115.906,-339.294,89.966
-0.567,0.833,2.490,-85.388,-245.117,63.843
-0.270,0.739,2.168,-83.679,-183.594,40.039
-0.189,0.568,1.865,-70.557,-120.544,14.038
-0.066,0.315,1.595,-54.932,-115.112,17.517
0.023,0.310,1.609,-49.683,-95.215,40.710
0.166,0.485,1.448,-70.618,-73.059,49.866
0.142,0.581,1.254,-86.365,-53.772,52.490
0.084,0.629,1.116,-43.579,-39.307,39.307
0.016,0.645,1.111,-7.446,-38.818,30.762
0.001,0.643,1.192,36.804,-37.415,16.724
-0.010,0.590,1.300,39.551,-31.006,11.719
-0.012,0.547,1.279,28.076,-11.108,5.432
